,litepyramid_recall
rouge-anyref-pegasus-xsum-min-0.2-0.5_rougeLsum,0.017
rouge-anyref-pegasus-xsum-min-0.5-0.7_rouge1,0.016
rouge-anyref-pegasus-xsum-min-0.5-0.7_rouge2,0.025
rouge-anyref-pegasus-xsum-min-0.5-0.7_rougeL,0.017
rouge-anyref-pegasus-xsum-min-0.5-0.7_rougeLsum,0.017
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rouge1,0.016
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rouge2,0.025
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rougeL,0.017
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rougeLsum,0.017
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rouge1,0.016
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rouge2,0.025
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rougeL,0.017
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rougeLsum,0.017
rouge-anyref-pegasus-xsum-constant-16-32_rouge1,0.009
rouge-anyref-pegasus-xsum-constant-16-32_rouge2,0.035
rouge-anyref-pegasus-xsum-constant-16-32_rougeL,-0.017
rouge-anyref-pegasus-xsum-constant-16-32_rougeLsum,-0.017
rouge-anyref-pegasus-xsum-constant-32-64_rouge1,-0.007
rouge-anyref-pegasus-xsum-constant-32-64_rouge2,0.015
rouge-anyref-pegasus-xsum-constant-32-64_rougeL,-0.008
rouge-anyref-pegasus-xsum-constant-32-64_rougeLsum,-0.008
bleurt-anyref-bart-default_scores,0.139
bleurt-anyref-bart-min-0.2-0.5_scores,0.149
bleurt-anyref-bart-min-0.5-0.7_scores,0.149
bleurt-anyref-bart-mean-0.2-0.5_scores,0.149
bleurt-anyref-bart-mean-0.5-0.7_scores,0.149
bleurt-anyref-bart-constant-16-32_scores,0.149
bleurt-anyref-bart-constant-32-64_scores,0.149
bleurt-anyref-pegasus-xsum-default_scores,0.0
bleurt-anyref-pegasus-xsum-min-0.2-0.5_scores,0.0
bleurt-anyref-pegasus-xsum-min-0.5-0.7_scores,0.0
bleurt-anyref-pegasus-xsum-mean-0.2-0.5_scores,0.0
bleurt-anyref-pegasus-xsum-mean-0.5-0.7_scores,0.0
bleurt-anyref-pegasus-xsum-constant-16-32_scores,0.002
bleurt-anyref-pegasus-xsum-constant-32-64_scores,0.005
bertscore-anyref-pegasus-newsroom-default_precision,-0.042
bertscore-anyref-pegasus-newsroom-default_recall,0.031
bertscore-anyref-pegasus-newsroom-default_f1,-0.017
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_precision,-0.029
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_recall,0.034
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_f1,-0.012
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_precision,-0.029
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_recall,0.034
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_f1,-0.012
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_precision,-0.029
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_recall,0.034
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_f1,-0.012
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_precision,-0.029
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_recall,0.034
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_f1,-0.012
bertscore-anyref-pegasus-newsroom-constant-16-32_precision,-0.022
bertscore-anyref-pegasus-newsroom-constant-16-32_recall,0.047
bertscore-anyref-pegasus-newsroom-constant-16-32_f1,-0.002
bertscore-anyref-pegasus-newsroom-constant-32-64_precision,-0.042
bertscore-anyref-pegasus-newsroom-constant-32-64_recall,0.031
bertscore-anyref-pegasus-newsroom-constant-32-64_f1,-0.017
bertscore-anyref-pegasus-cnndm-default_precision,0.027
bertscore-anyref-pegasus-cnndm-default_recall,0.103
bertscore-anyref-pegasus-cnndm-default_f1,0.087
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_precision,0.027
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_recall,0.103
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_f1,0.087
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_precision,0.027
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_recall,0.103
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_f1,0.087
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_precision,0.027
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_recall,0.103
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_f1,0.087
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_precision,0.027
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_recall,0.103
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_f1,0.087
bertscore-anyref-pegasus-cnndm-constant-16-32_precision,0.027
bertscore-anyref-pegasus-cnndm-constant-16-32_recall,0.103
bertscore-anyref-pegasus-cnndm-constant-16-32_f1,0.087
bertscore-anyref-pegasus-cnndm-constant-32-64_precision,0.027
bertscore-anyref-pegasus-cnndm-constant-32-64_recall,0.103
bertscore-anyref-pegasus-cnndm-constant-32-64_f1,0.087
rouge-anyref-pegasus-newsroom-default_rouge1,0.013
rouge-anyref-pegasus-newsroom-default_rouge2,-0.013
rouge-anyref-pegasus-newsroom-default_rougeL,0.017
rouge-anyref-pegasus-newsroom-default_rougeLsum,0.017
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge1,-0.013
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge2,-0.019
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeL,-0.001
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeLsum,-0.001
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge1,-0.013
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge2,-0.019
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeL,-0.001
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeLsum,-0.001
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge1,-0.013
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge2,-0.019
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeL,-0.001
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeLsum,-0.001
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge1,-0.013
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge2,-0.019
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeL,-0.001
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeLsum,-0.001
rouge-anyref-pegasus-newsroom-constant-16-32_rouge1,0.001
rouge-anyref-pegasus-newsroom-constant-16-32_rouge2,-0.015
rouge-anyref-pegasus-newsroom-constant-16-32_rougeL,0.008
rouge-anyref-pegasus-newsroom-constant-16-32_rougeLsum,0.008
rouge-anyref-pegasus-newsroom-constant-32-64_rouge1,0.013
rouge-anyref-pegasus-newsroom-constant-32-64_rouge2,-0.013
rouge-anyref-pegasus-newsroom-constant-32-64_rougeL,0.017
rouge-anyref-pegasus-newsroom-constant-32-64_rougeLsum,0.017
rouge-anyref-pegasus-cnndm-default_rouge1,0.086
rouge-anyref-pegasus-cnndm-default_rouge2,0.096
rouge-anyref-pegasus-cnndm-default_rougeL,0.073
rouge-anyref-pegasus-cnndm-default_rougeLsum,0.073
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge1,0.086
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge2,0.096
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeL,0.073
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeLsum,0.073
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge1,0.086
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge2,0.096
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeL,0.073
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeLsum,0.073
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge1,0.086
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge2,0.096
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeL,0.073
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeLsum,0.073
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge1,0.086
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge2,0.096
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeL,0.073
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeLsum,0.073
rouge-anyref-pegasus-cnndm-constant-16-32_rouge1,0.086
rouge-anyref-pegasus-cnndm-constant-16-32_rouge2,0.096
rouge-anyref-pegasus-cnndm-constant-16-32_rougeL,0.073
rouge-anyref-pegasus-cnndm-constant-16-32_rougeLsum,0.073
rouge-anyref-pegasus-cnndm-constant-32-64_rouge1,0.086
rouge-anyref-pegasus-cnndm-constant-32-64_rouge2,0.096
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.073
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.073
bleurt-anyref-pegasus-newsroom-default_scores,0.019
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,0.002
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,0.002
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,0.002
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,0.002
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,0.008
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,0.019
bleurt-anyref-pegasus-cnndm-default_scores,0.104
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.104
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.104
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.104
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.104
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.104
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.104
