,litepyramid_recall
bertscore-sentence-mnli-deberta-entail_only_F,0.011
bertscore-sentence-mnli-deberta-entail_contradict_P,0.035
bertscore-sentence-mnli-deberta-entail_contradict_R,0.037
bertscore-sentence-mnli-deberta-entail_contradict_F,0.037
bertscore-anyref-bart-default_precision,0.033
bertscore-anyref-bart-default_recall,0.117
bertscore-anyref-bart-default_f1,0.087
bertscore-anyref-bart-min-0.2-0.5_precision,0.042
bertscore-anyref-bart-min-0.2-0.5_recall,0.122
bertscore-anyref-bart-min-0.2-0.5_f1,0.096
bertscore-anyref-bart-min-0.5-0.7_precision,0.042
bertscore-anyref-bart-min-0.5-0.7_recall,0.122
bertscore-anyref-bart-min-0.5-0.7_f1,0.096
bertscore-anyref-bart-mean-0.2-0.5_precision,0.042
bertscore-anyref-bart-mean-0.2-0.5_recall,0.122
bertscore-anyref-bart-mean-0.2-0.5_f1,0.096
bertscore-anyref-bart-mean-0.5-0.7_precision,0.042
bertscore-anyref-bart-mean-0.5-0.7_recall,0.122
bertscore-anyref-bart-mean-0.5-0.7_f1,0.096
bertscore-anyref-bart-constant-16-32_precision,0.042
bertscore-anyref-bart-constant-16-32_recall,0.122
bertscore-anyref-bart-constant-16-32_f1,0.096
bertscore-anyref-bart-constant-32-64_precision,0.042
bertscore-anyref-bart-constant-32-64_recall,0.122
bertscore-anyref-bart-constant-32-64_f1,0.096
bertscore-anyref-pegasus-xsum-default_precision,-0.014
bertscore-anyref-pegasus-xsum-default_recall,0.01
bertscore-anyref-pegasus-xsum-default_f1,-0.006
bertscore-anyref-pegasus-xsum-min-0.2-0.5_precision,-0.014
bertscore-anyref-pegasus-xsum-min-0.2-0.5_recall,0.01
bertscore-anyref-pegasus-xsum-min-0.2-0.5_f1,-0.006
bertscore-anyref-pegasus-xsum-min-0.5-0.7_precision,-0.014
bertscore-anyref-pegasus-xsum-min-0.5-0.7_recall,0.01
bertscore-anyref-pegasus-xsum-min-0.5-0.7_f1,-0.006
bertscore-anyref-pegasus-xsum-mean-0.2-0.5_precision,-0.014
bertscore-anyref-pegasus-xsum-mean-0.2-0.5_recall,0.01
bertscore-anyref-pegasus-xsum-mean-0.2-0.5_f1,-0.006
bertscore-anyref-pegasus-xsum-mean-0.5-0.7_precision,-0.014
bertscore-anyref-pegasus-xsum-mean-0.5-0.7_recall,0.01
bertscore-anyref-pegasus-xsum-mean-0.5-0.7_f1,-0.006
bertscore-anyref-pegasus-xsum-constant-16-32_precision,-0.013
bertscore-anyref-pegasus-xsum-constant-16-32_recall,0.019
bertscore-anyref-pegasus-xsum-constant-16-32_f1,-0.003
bertscore-anyref-pegasus-xsum-constant-32-64_precision,-0.02
bertscore-anyref-pegasus-xsum-constant-32-64_recall,0.032
bertscore-anyref-pegasus-xsum-constant-32-64_f1,0.008
rouge-anyref-bart-default_rouge1,0.107
rouge-anyref-bart-default_rouge2,0.107
rouge-anyref-bart-default_rougeL,0.092
rouge-anyref-bart-default_rougeLsum,0.092
rouge-anyref-bart-min-0.2-0.5_rouge1,0.116
rouge-anyref-bart-min-0.2-0.5_rouge2,0.114
rouge-anyref-bart-min-0.2-0.5_rougeL,0.096
rouge-anyref-bart-min-0.2-0.5_rougeLsum,0.096
rouge-anyref-bart-min-0.5-0.7_rouge1,0.116
rouge-anyref-bart-min-0.5-0.7_rouge2,0.114
rouge-anyref-bart-min-0.5-0.7_rougeL,0.096
rouge-anyref-bart-min-0.5-0.7_rougeLsum,0.096
rouge-anyref-bart-mean-0.2-0.5_rouge1,0.116
rouge-anyref-bart-mean-0.2-0.5_rouge2,0.114
rouge-anyref-bart-mean-0.2-0.5_rougeL,0.096
rouge-anyref-bart-mean-0.2-0.5_rougeLsum,0.096
rouge-anyref-bart-mean-0.5-0.7_rouge1,0.116
rouge-anyref-bart-mean-0.5-0.7_rouge2,0.114
rouge-anyref-bart-mean-0.5-0.7_rougeL,0.096
rouge-anyref-bart-mean-0.5-0.7_rougeLsum,0.096
rouge-anyref-bart-constant-16-32_rouge1,0.116
rouge-anyref-bart-constant-16-32_rouge2,0.114
rouge-anyref-bart-constant-16-32_rougeL,0.096
rouge-anyref-bart-constant-16-32_rougeLsum,0.096
rouge-anyref-bart-constant-32-64_rouge1,0.116
rouge-anyref-bart-constant-32-64_rouge2,0.114
rouge-anyref-bart-constant-32-64_rougeL,0.096
rouge-anyref-bart-constant-32-64_rougeLsum,0.096
rouge-anyref-pegasus-xsum-default_rouge1,0.01
rouge-anyref-pegasus-xsum-default_rouge2,0.018
rouge-anyref-pegasus-xsum-default_rougeL,0.012
rouge-anyref-pegasus-xsum-default_rougeLsum,0.012
rouge-anyref-pegasus-xsum-min-0.2-0.5_rouge1,0.01
rouge-anyref-pegasus-xsum-min-0.2-0.5_rouge2,0.018
rouge-anyref-pegasus-xsum-min-0.2-0.5_rougeL,0.012
rouge-anyref-pegasus-xsum-min-0.2-0.5_rougeLsum,0.012
rouge-anyref-pegasus-xsum-min-0.5-0.7_rouge1,0.01
rouge-anyref-pegasus-xsum-min-0.5-0.7_rouge2,0.018
rouge-anyref-pegasus-xsum-min-0.5-0.7_rougeL,0.012
rouge-anyref-pegasus-xsum-min-0.5-0.7_rougeLsum,0.012
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rouge1,0.01
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rouge2,0.018
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rougeL,0.012
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rougeLsum,0.012
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rouge1,0.01
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rouge2,0.018
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rougeL,0.012
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rougeLsum,0.012
rouge-anyref-pegasus-xsum-constant-16-32_rouge1,0.004
rouge-anyref-pegasus-xsum-constant-16-32_rouge2,0.026
rouge-anyref-pegasus-xsum-constant-16-32_rougeL,-0.017
rouge-anyref-pegasus-xsum-constant-16-32_rougeLsum,-0.017
rouge-anyref-pegasus-xsum-constant-32-64_rouge1,-0.008
rouge-anyref-pegasus-xsum-constant-32-64_rouge2,0.011
rouge-anyref-pegasus-xsum-constant-32-64_rougeL,-0.009
rouge-anyref-pegasus-xsum-constant-32-64_rougeLsum,-0.009
bleurt-anyref-bart-default_scores,0.116
bleurt-anyref-bart-min-0.2-0.5_scores,0.123
bleurt-anyref-bart-min-0.5-0.7_scores,0.123
bleurt-anyref-bart-mean-0.2-0.5_scores,0.123
bleurt-anyref-bart-mean-0.5-0.7_scores,0.123
bleurt-anyref-bart-constant-16-32_scores,0.123
bleurt-anyref-bart-constant-32-64_scores,0.123
bleurt-anyref-pegasus-xsum-default_scores,0.0
bleurt-anyref-pegasus-xsum-min-0.2-0.5_scores,0.0
bleurt-anyref-pegasus-xsum-min-0.5-0.7_scores,0.0
bleurt-anyref-pegasus-xsum-mean-0.2-0.5_scores,0.0
bleurt-anyref-pegasus-xsum-mean-0.5-0.7_scores,0.0
bleurt-anyref-pegasus-xsum-constant-16-32_scores,0.003
bleurt-anyref-pegasus-xsum-constant-32-64_scores,0.004
bertscore-anyref-pegasus-newsroom-default_precision,-0.039
bertscore-anyref-pegasus-newsroom-default_recall,0.026
bertscore-anyref-pegasus-newsroom-default_f1,-0.017
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_precision,-0.027
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_recall,0.029
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_f1,-0.014
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_precision,-0.027
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_recall,0.029
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_f1,-0.014
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_precision,-0.027
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_recall,0.029
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_f1,-0.014
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_precision,-0.027
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_recall,0.029
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_f1,-0.014
bertscore-anyref-pegasus-newsroom-constant-16-32_precision,-0.022
bertscore-anyref-pegasus-newsroom-constant-16-32_recall,0.04
bertscore-anyref-pegasus-newsroom-constant-16-32_f1,-0.005
bertscore-anyref-pegasus-newsroom-constant-32-64_precision,-0.039
bertscore-anyref-pegasus-newsroom-constant-32-64_recall,0.026
bertscore-anyref-pegasus-newsroom-constant-32-64_f1,-0.017
bertscore-anyref-pegasus-cnndm-default_precision,0.019
bertscore-anyref-pegasus-cnndm-default_recall,0.081
bertscore-anyref-pegasus-cnndm-default_f1,0.069
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_precision,0.019
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_recall,0.081
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_f1,0.069
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_precision,0.019
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_recall,0.081
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_f1,0.069
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_precision,0.019
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_recall,0.081
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_f1,0.069
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_precision,0.019
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_recall,0.081
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_f1,0.069
bertscore-anyref-pegasus-cnndm-constant-16-32_precision,0.019
bertscore-anyref-pegasus-cnndm-constant-16-32_recall,0.081
bertscore-anyref-pegasus-cnndm-constant-16-32_f1,0.069
bertscore-anyref-pegasus-cnndm-constant-32-64_precision,0.019
bertscore-anyref-pegasus-cnndm-constant-32-64_recall,0.081
bertscore-anyref-pegasus-cnndm-constant-32-64_f1,0.069
rouge-anyref-pegasus-newsroom-default_rouge1,0.006
rouge-anyref-pegasus-newsroom-default_rouge2,-0.015
rouge-anyref-pegasus-newsroom-default_rougeL,0.012
rouge-anyref-pegasus-newsroom-default_rougeLsum,0.012
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge1,-0.014
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge2,-0.02
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeL,-0.0
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeLsum,-0.0
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge1,-0.014
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge2,-0.02
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeL,-0.0
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeLsum,-0.0
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge1,-0.014
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge2,-0.02
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeL,-0.0
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeLsum,-0.0
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge1,-0.014
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge2,-0.02
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeL,-0.0
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeLsum,-0.0
rouge-anyref-pegasus-newsroom-constant-16-32_rouge1,-0.002
rouge-anyref-pegasus-newsroom-constant-16-32_rouge2,-0.017
rouge-anyref-pegasus-newsroom-constant-16-32_rougeL,0.008
rouge-anyref-pegasus-newsroom-constant-16-32_rougeLsum,0.008
rouge-anyref-pegasus-newsroom-constant-32-64_rouge1,0.006
rouge-anyref-pegasus-newsroom-constant-32-64_rouge2,-0.015
rouge-anyref-pegasus-newsroom-constant-32-64_rougeL,0.012
rouge-anyref-pegasus-newsroom-constant-32-64_rougeLsum,0.012
rouge-anyref-pegasus-cnndm-default_rouge1,0.072
rouge-anyref-pegasus-cnndm-default_rouge2,0.077
rouge-anyref-pegasus-cnndm-default_rougeL,0.065
rouge-anyref-pegasus-cnndm-default_rougeLsum,0.065
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge1,0.072
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge2,0.077
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeL,0.065
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeLsum,0.065
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge1,0.072
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge2,0.077
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeL,0.065
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeLsum,0.065
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge1,0.072
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge2,0.077
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeL,0.065
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeLsum,0.065
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge1,0.072
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge2,0.077
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeL,0.065
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeLsum,0.065
rouge-anyref-pegasus-cnndm-constant-16-32_rouge1,0.072
rouge-anyref-pegasus-cnndm-constant-16-32_rouge2,0.077
rouge-anyref-pegasus-cnndm-constant-16-32_rougeL,0.065
rouge-anyref-pegasus-cnndm-constant-16-32_rougeLsum,0.065
rouge-anyref-pegasus-cnndm-constant-32-64_rouge1,0.072
rouge-anyref-pegasus-cnndm-constant-32-64_rouge2,0.077
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.065
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.065
bleurt-anyref-pegasus-newsroom-default_scores,0.016
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,0.001
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,0.001
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,0.001
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,0.001
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,0.007
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,0.016
bleurt-anyref-pegasus-cnndm-default_scores,0.083
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.083
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.083
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.083
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.083
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.083
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.083
