,InformativenessRating,RelevanceRating,CoherenceRating,FluencyRating
bertscore-anyref-pegasus-xsum-mean-0.5-0.7_recall,0.477,0.46,0.501,0.509
bertscore-anyref-pegasus-xsum-mean-0.5-0.7_f1,0.271,0.305,0.339,0.351
bertscore-anyref-pegasus-xsum-constant-16-32_precision,0.032,0.09,0.118,0.154
bertscore-anyref-pegasus-xsum-constant-16-32_recall,0.541,0.509,0.526,0.538
bertscore-anyref-pegasus-xsum-constant-16-32_f1,0.35,0.374,0.383,0.401
bertscore-anyref-pegasus-xsum-constant-32-64_precision,0.049,0.104,0.122,0.129
bertscore-anyref-pegasus-xsum-constant-32-64_recall,0.568,0.541,0.567,0.564
bertscore-anyref-pegasus-xsum-constant-32-64_f1,0.368,0.393,0.408,0.403
rouge-anyref-bart-default_rouge1,0.519,0.478,0.44,0.374
rouge-anyref-bart-default_rouge2,0.463,0.414,0.381,0.373
rouge-anyref-bart-default_rougeL,0.51,0.462,0.436,0.382
rouge-anyref-bart-default_rougeLsum,0.51,0.462,0.436,0.382
rouge-anyref-bart-min-0.2-0.5_rouge1,0.468,0.422,0.417,0.36
rouge-anyref-bart-min-0.2-0.5_rouge2,0.412,0.376,0.33,0.322
rouge-anyref-bart-min-0.2-0.5_rougeL,0.448,0.413,0.379,0.346
rouge-anyref-bart-min-0.2-0.5_rougeLsum,0.448,0.413,0.379,0.346
rouge-anyref-bart-min-0.5-0.7_rouge1,0.468,0.422,0.417,0.36
rouge-anyref-bart-min-0.5-0.7_rouge2,0.412,0.376,0.33,0.322
rouge-anyref-bart-min-0.5-0.7_rougeL,0.448,0.413,0.379,0.346
rouge-anyref-bart-min-0.5-0.7_rougeLsum,0.448,0.413,0.379,0.346
rouge-anyref-bart-mean-0.2-0.5_rouge1,0.468,0.422,0.417,0.36
rouge-anyref-bart-mean-0.2-0.5_rouge2,0.412,0.376,0.33,0.322
rouge-anyref-bart-mean-0.2-0.5_rougeL,0.448,0.413,0.379,0.346
rouge-anyref-bart-mean-0.2-0.5_rougeLsum,0.448,0.413,0.379,0.346
rouge-anyref-bart-mean-0.5-0.7_rouge1,0.468,0.422,0.417,0.36
rouge-anyref-bart-mean-0.5-0.7_rouge2,0.412,0.376,0.33,0.322
rouge-anyref-bart-mean-0.5-0.7_rougeL,0.448,0.413,0.379,0.346
rouge-anyref-bart-mean-0.5-0.7_rougeLsum,0.448,0.413,0.379,0.346
rouge-anyref-bart-constant-16-32_rouge1,0.47,0.422,0.419,0.359
rouge-anyref-bart-constant-16-32_rouge2,0.412,0.376,0.33,0.322
rouge-anyref-bart-constant-16-32_rougeL,0.45,0.411,0.381,0.345
rouge-anyref-bart-constant-16-32_rougeLsum,0.45,0.411,0.381,0.345
rouge-anyref-bart-constant-32-64_rouge1,0.474,0.426,0.422,0.36
rouge-anyref-bart-constant-32-64_rouge2,0.41,0.375,0.33,0.32
rouge-anyref-bart-constant-32-64_rougeL,0.455,0.415,0.381,0.342
rouge-anyref-bart-constant-32-64_rougeLsum,0.455,0.415,0.381,0.342
rouge-anyref-pegasus-xsum-default_rouge1,0.285,0.334,0.258,0.265
rouge-anyref-pegasus-xsum-default_rouge2,0.318,0.307,0.257,0.297
rouge-anyref-pegasus-xsum-default_rougeL,0.271,0.279,0.258,0.264
rouge-anyref-pegasus-xsum-default_rougeLsum,0.271,0.279,0.258,0.264
rouge-anyref-pegasus-xsum-min-0.2-0.5_rouge1,0.285,0.334,0.258,0.265
rouge-anyref-pegasus-xsum-min-0.2-0.5_rouge2,0.318,0.307,0.257,0.297
rouge-anyref-pegasus-xsum-min-0.2-0.5_rougeL,0.271,0.279,0.258,0.264
rouge-anyref-pegasus-xsum-min-0.2-0.5_rougeLsum,0.271,0.279,0.258,0.264
rouge-anyref-pegasus-xsum-min-0.5-0.7_rouge1,0.285,0.334,0.258,0.265
rouge-anyref-pegasus-xsum-min-0.5-0.7_rouge2,0.318,0.307,0.257,0.297
rouge-anyref-pegasus-xsum-min-0.5-0.7_rougeL,0.271,0.279,0.258,0.264
rouge-anyref-pegasus-xsum-min-0.5-0.7_rougeLsum,0.271,0.279,0.258,0.264
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rouge1,0.285,0.334,0.258,0.265
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rouge2,0.318,0.307,0.257,0.297
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rougeL,0.271,0.279,0.258,0.264
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rougeLsum,0.271,0.279,0.258,0.264
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rouge1,0.285,0.334,0.258,0.265
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rouge2,0.318,0.307,0.257,0.297
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rougeL,0.271,0.279,0.258,0.264
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rougeLsum,0.271,0.279,0.258,0.264
rouge-anyref-pegasus-xsum-constant-16-32_rouge1,0.339,0.371,0.294,0.29
rouge-anyref-pegasus-xsum-constant-16-32_rouge2,0.364,0.343,0.285,0.315
rouge-anyref-pegasus-xsum-constant-16-32_rougeL,0.299,0.296,0.272,0.277
rouge-anyref-pegasus-xsum-constant-16-32_rougeLsum,0.299,0.296,0.272,0.277
rouge-anyref-pegasus-xsum-constant-32-64_rouge1,0.391,0.426,0.349,0.325
rouge-anyref-pegasus-xsum-constant-32-64_rouge2,0.362,0.335,0.296,0.322
rouge-anyref-pegasus-xsum-constant-32-64_rougeL,0.308,0.316,0.311,0.287
rouge-anyref-pegasus-xsum-constant-32-64_rougeLsum,0.308,0.316,0.311,0.287
bleurt-anyref-bart-default_scores,0.44,0.43,0.358,0.35
bleurt-anyref-bart-min-0.2-0.5_scores,0.404,0.409,0.329,0.328
bleurt-anyref-bart-min-0.5-0.7_scores,0.404,0.409,0.329,0.328
bleurt-anyref-bart-mean-0.2-0.5_scores,0.404,0.409,0.329,0.328
bleurt-anyref-bart-mean-0.5-0.7_scores,0.404,0.409,0.329,0.328
bleurt-anyref-bart-constant-16-32_scores,0.404,0.41,0.329,0.331
bleurt-anyref-bart-constant-32-64_scores,0.407,0.413,0.333,0.328
bleurt-anyref-pegasus-xsum-default_scores,0.317,0.346,0.258,0.245
bleurt-anyref-pegasus-xsum-min-0.2-0.5_scores,0.317,0.346,0.258,0.245
bleurt-anyref-pegasus-xsum-min-0.5-0.7_scores,0.317,0.346,0.258,0.245
bleurt-anyref-pegasus-xsum-mean-0.2-0.5_scores,0.317,0.346,0.258,0.245
bleurt-anyref-pegasus-xsum-mean-0.5-0.7_scores,0.317,0.346,0.258,0.245
bleurt-anyref-pegasus-xsum-constant-16-32_scores,0.358,0.377,0.279,0.276
bleurt-anyref-pegasus-xsum-constant-32-64_scores,0.319,0.351,0.239,0.252
bertscore-anyref-pegasus-newsroom-default_precision,0.248,0.289,0.296,0.253
bertscore-anyref-pegasus-newsroom-default_recall,0.622,0.592,0.567,0.528
bertscore-anyref-pegasus-newsroom-default_f1,0.496,0.492,0.481,0.453
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_precision,0.186,0.245,0.23,0.21
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_recall,0.594,0.582,0.536,0.509
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_f1,0.448,0.472,0.427,0.409
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_precision,0.186,0.245,0.23,0.21
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_recall,0.594,0.582,0.536,0.509
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_f1,0.448,0.472,0.427,0.409
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_precision,0.186,0.245,0.23,0.21
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_recall,0.594,0.582,0.536,0.509
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_f1,0.448,0.472,0.427,0.409
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_precision,0.186,0.245,0.23,0.21
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_recall,0.594,0.582,0.536,0.509
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_f1,0.448,0.472,0.427,0.409
bertscore-anyref-pegasus-newsroom-constant-16-32_precision,0.186,0.245,0.23,0.21
bertscore-anyref-pegasus-newsroom-constant-16-32_recall,0.594,0.58,0.535,0.508
bertscore-anyref-pegasus-newsroom-constant-16-32_f1,0.448,0.472,0.427,0.409
bertscore-anyref-pegasus-newsroom-constant-32-64_precision,0.248,0.289,0.296,0.253
bertscore-anyref-pegasus-newsroom-constant-32-64_recall,0.622,0.592,0.567,0.528
bertscore-anyref-pegasus-newsroom-constant-32-64_f1,0.496,0.492,0.481,0.453
bertscore-anyref-pegasus-cnndm-default_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-default_recall,0.668,0.577,0.616,0.568
bertscore-anyref-pegasus-cnndm-default_f1,0.527,0.483,0.524,0.49
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_recall,0.669,0.577,0.614,0.565
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_f1,0.527,0.483,0.524,0.49
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_recall,0.669,0.577,0.614,0.565
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_f1,0.527,0.483,0.524,0.49
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_recall,0.669,0.577,0.614,0.565
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_f1,0.527,0.483,0.524,0.49
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_recall,0.669,0.577,0.614,0.565
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_f1,0.527,0.483,0.524,0.49
bertscore-anyref-pegasus-cnndm-constant-16-32_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-constant-16-32_recall,0.669,0.577,0.614,0.565
bertscore-anyref-pegasus-cnndm-constant-16-32_f1,0.527,0.483,0.524,0.49
bertscore-anyref-pegasus-cnndm-constant-32-64_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-constant-32-64_recall,0.668,0.577,0.616,0.568
bertscore-anyref-pegasus-cnndm-constant-32-64_f1,0.527,0.483,0.524,0.49
rouge-anyref-pegasus-newsroom-default_rouge1,0.503,0.486,0.385,0.35
rouge-anyref-pegasus-newsroom-default_rouge2,0.444,0.425,0.356,0.289
rouge-anyref-pegasus-newsroom-default_rougeL,0.503,0.474,0.4,0.342
rouge-anyref-pegasus-newsroom-default_rougeLsum,0.503,0.474,0.4,0.342
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge1,0.411,0.425,0.314,0.276
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge2,0.399,0.404,0.309,0.263
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeL,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeLsum,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge1,0.411,0.425,0.314,0.276
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge2,0.399,0.404,0.309,0.263
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeL,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeLsum,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge1,0.411,0.425,0.314,0.276
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge2,0.399,0.404,0.309,0.263
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeL,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeLsum,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge1,0.411,0.425,0.314,0.276
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge2,0.399,0.404,0.309,0.263
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeL,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeLsum,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-constant-16-32_rouge1,0.411,0.425,0.314,0.276
rouge-anyref-pegasus-newsroom-constant-16-32_rouge2,0.399,0.404,0.309,0.263
rouge-anyref-pegasus-newsroom-constant-16-32_rougeL,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-constant-16-32_rougeLsum,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-constant-32-64_rouge1,0.503,0.486,0.385,0.35
rouge-anyref-pegasus-newsroom-constant-32-64_rouge2,0.444,0.425,0.356,0.289
rouge-anyref-pegasus-newsroom-constant-32-64_rougeL,0.503,0.474,0.4,0.342
rouge-anyref-pegasus-newsroom-constant-32-64_rougeLsum,0.503,0.474,0.4,0.342
rouge-anyref-pegasus-cnndm-default_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-default_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-default_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-default_rougeLsum,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeLsum,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeLsum,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeLsum,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeLsum,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-constant-16-32_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-constant-16-32_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-constant-16-32_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-constant-16-32_rougeLsum,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-constant-32-64_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-constant-32-64_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.522,0.462,0.449,0.36
bleurt-anyref-pegasus-newsroom-default_scores,0.426,0.426,0.352,0.294
