,litepyramid_recall
rouge-topp-0.7_rouge2,0.196
rouge-topp-0.7_rougeL,0.189
rouge-topp-0.7_rougeLsum,0.189
bleurt_scores,0.049
bleurt-topk-5_scores,0.161
bleurt-topk-10_scores,0.093
bleurt-topk-20_scores,0.051
bleurt-topp-0.2_scores,0.255
bleurt-topp-0.5_scores,0.108
bleurt-topp-0.7_scores,0.083
bertscore-anyref-pegasus-large_precision,0.155
bertscore-anyref-pegasus-large_recall,0.11
bertscore-anyref-pegasus-large_f1,0.148
rouge-anyref-pegasus-large_rouge1,0.173
rouge-anyref-pegasus-large_rouge2,0.157
rouge-anyref-pegasus-large_rougeL,0.146
rouge-anyref-pegasus-large_rougeLsum,0.146
bleurt-anyref-pegasus-large_scores,0.12
bertscore-sentence-mnli-roberta-not_neutral_P,-0.181
bertscore-sentence-mnli-roberta-not_neutral_R,-0.024
bertscore-sentence-mnli-roberta-not_neutral_F,-0.042
bertscore-sentence-mnli-roberta-entail_only_P,-0.116
bertscore-sentence-mnli-roberta-entail_only_R,-0.033
bertscore-sentence-mnli-roberta-entail_only_F,-0.036
bertscore-sentence-mnli-roberta-entail_contradict_P,-0.11
bertscore-sentence-mnli-roberta-entail_contradict_R,0.003
bertscore-sentence-mnli-roberta-entail_contradict_F,-0.013
bertscore-sentence-mnli-bart-not_neutral_P,-0.094
bertscore-sentence-mnli-bart-not_neutral_R,-0.082
bertscore-sentence-mnli-bart-not_neutral_F,-0.084
bertscore-sentence-mnli-bart-entail_only_P,-0.014
bertscore-sentence-mnli-bart-entail_only_R,0.063
bertscore-sentence-mnli-bart-entail_only_F,0.057
bertscore-sentence-mnli-bart-entail_contradict_P,-0.007
bertscore-sentence-mnli-bart-entail_contradict_R,0.126
bertscore-sentence-mnli-bart-entail_contradict_F,0.187
bertscore-sentence-mnli-deberta-xlarge-not_neutral_P,-0.056
bertscore-sentence-mnli-deberta-xlarge-not_neutral_R,-0.033
bertscore-sentence-mnli-deberta-xlarge-not_neutral_F,-0.027
bertscore-sentence-mnli-deberta-xlarge-entail_only_P,-0.002
bertscore-sentence-mnli-deberta-xlarge-entail_only_R,0.083
bertscore-sentence-mnli-deberta-xlarge-entail_only_F,0.084
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_P,0.011
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_R,0.142
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_F,0.141
bertscore-anyref-bart-default_precision,0.13
bertscore-anyref-bart-default_recall,0.183
bertscore-anyref-bart-default_f1,0.174
bertscore-anyref-bart-min-0.2-0.5_precision,0.117
bertscore-anyref-bart-min-0.2-0.5_recall,0.178
bertscore-anyref-bart-min-0.2-0.5_f1,0.172
bertscore-anyref-bart-min-0.5-0.7_precision,0.117
bertscore-anyref-bart-min-0.5-0.7_recall,0.178
bertscore-anyref-bart-min-0.5-0.7_f1,0.172
bertscore-anyref-bart-mean-0.2-0.5_precision,0.117
bertscore-anyref-bart-mean-0.2-0.5_recall,0.178
bertscore-anyref-bart-mean-0.2-0.5_f1,0.172
bertscore-anyref-bart-mean-0.5-0.7_precision,0.117
bertscore-anyref-bart-mean-0.5-0.7_recall,0.178
bertscore-anyref-bart-mean-0.5-0.7_f1,0.172
bertscore-anyref-bart-constant-16-32_precision,0.117
bertscore-anyref-bart-constant-16-32_recall,0.178
bertscore-anyref-bart-constant-16-32_f1,0.172
bertscore-anyref-bart-constant-32-64_precision,0.117
bertscore-anyref-bart-constant-32-64_recall,0.178
bertscore-anyref-bart-constant-32-64_f1,0.172
rouge-anyref-bart-default_rouge1,0.145
rouge-anyref-bart-default_rouge2,0.174
rouge-anyref-bart-default_rougeL,0.175
rouge-anyref-bart-default_rougeLsum,0.175
rouge-anyref-bart-min-0.2-0.5_rouge1,0.143
rouge-anyref-bart-min-0.2-0.5_rouge2,0.172
rouge-anyref-bart-min-0.2-0.5_rougeL,0.179
rouge-anyref-bart-min-0.2-0.5_rougeLsum,0.179
rouge-anyref-bart-min-0.5-0.7_rouge1,0.143
rouge-anyref-bart-min-0.5-0.7_rouge2,0.172
rouge-anyref-bart-min-0.5-0.7_rougeL,0.179
rouge-anyref-bart-min-0.5-0.7_rougeLsum,0.179
rouge-anyref-bart-mean-0.2-0.5_rouge1,0.143
rouge-anyref-bart-mean-0.2-0.5_rouge2,0.172
rouge-anyref-bart-mean-0.2-0.5_rougeL,0.179
rouge-anyref-bart-mean-0.2-0.5_rougeLsum,0.179
rouge-anyref-bart-mean-0.5-0.7_rouge1,0.143
rouge-anyref-bart-mean-0.5-0.7_rouge2,0.172
rouge-anyref-bart-mean-0.5-0.7_rougeL,0.179
rouge-anyref-bart-mean-0.5-0.7_rougeLsum,0.179
rouge-anyref-bart-constant-16-32_rouge1,0.143
rouge-anyref-bart-constant-16-32_rouge2,0.172
rouge-anyref-bart-constant-16-32_rougeL,0.179
rouge-anyref-bart-constant-16-32_rougeLsum,0.179
rouge-anyref-bart-constant-32-64_rouge1,0.143
rouge-anyref-bart-constant-32-64_rouge2,0.172
rouge-anyref-bart-constant-32-64_rougeL,0.179
rouge-anyref-bart-constant-32-64_rougeLsum,0.179
bleurt-anyref-bart-default_scores,0.193
bleurt-anyref-bart-min-0.2-0.5_scores,0.193
bleurt-anyref-bart-min-0.5-0.7_scores,0.193
bleurt-anyref-bart-mean-0.2-0.5_scores,0.193
bleurt-anyref-bart-mean-0.5-0.7_scores,0.193
bleurt-anyref-bart-constant-16-32_scores,0.193
bleurt-anyref-bart-constant-32-64_scores,0.193
bertscore-anyref-pegasus-newsroom-default_precision,-0.038
bertscore-anyref-pegasus-newsroom-default_recall,-0.008
bertscore-anyref-pegasus-newsroom-default_f1,-0.009
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_precision,-0.013
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_recall,0.026
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_f1,0.006
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_precision,-0.013
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_recall,0.026
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_f1,0.006
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_precision,-0.013
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_recall,0.026
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_f1,0.006
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_precision,-0.013
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_recall,0.026
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_f1,0.006
bertscore-anyref-pegasus-newsroom-constant-16-32_precision,-0.034
bertscore-anyref-pegasus-newsroom-constant-16-32_recall,0.022
bertscore-anyref-pegasus-newsroom-constant-16-32_f1,-0.004
bertscore-anyref-pegasus-newsroom-constant-32-64_precision,-0.038
bertscore-anyref-pegasus-newsroom-constant-32-64_recall,-0.008
bertscore-anyref-pegasus-newsroom-constant-32-64_f1,-0.009
bertscore-anyref-pegasus-cnndm-default_precision,0.185
bertscore-anyref-pegasus-cnndm-default_recall,0.041
bertscore-anyref-pegasus-cnndm-default_f1,0.121
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_precision,0.185
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_recall,0.041
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_f1,0.121
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_precision,0.185
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_recall,0.041
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_f1,0.121
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_precision,0.185
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_recall,0.041
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_f1,0.121
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_precision,0.185
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_recall,0.041
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_f1,0.121
bertscore-anyref-pegasus-cnndm-constant-16-32_precision,0.185
bertscore-anyref-pegasus-cnndm-constant-16-32_recall,0.041
bertscore-anyref-pegasus-cnndm-constant-16-32_f1,0.121
bertscore-anyref-pegasus-cnndm-constant-32-64_precision,0.185
bertscore-anyref-pegasus-cnndm-constant-32-64_recall,0.041
bertscore-anyref-pegasus-cnndm-constant-32-64_f1,0.121
rouge-anyref-pegasus-newsroom-default_rouge1,-0.053
rouge-anyref-pegasus-newsroom-default_rouge2,-0.039
rouge-anyref-pegasus-newsroom-default_rougeL,-0.035
rouge-anyref-pegasus-newsroom-default_rougeLsum,-0.035
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge1,-0.029
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge2,-0.018
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeL,-0.008
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeLsum,-0.008
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge1,-0.029
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge2,-0.018
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeL,-0.008
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeLsum,-0.008
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge1,-0.029
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge2,-0.018
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeL,-0.008
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeLsum,-0.008
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge1,-0.029
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge2,-0.018
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeL,-0.008
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeLsum,-0.008
rouge-anyref-pegasus-newsroom-constant-16-32_rouge1,-0.052
rouge-anyref-pegasus-newsroom-constant-16-32_rouge2,-0.033
rouge-anyref-pegasus-newsroom-constant-16-32_rougeL,-0.03
rouge-anyref-pegasus-newsroom-constant-16-32_rougeLsum,-0.03
rouge-anyref-pegasus-newsroom-constant-32-64_rouge1,-0.053
rouge-anyref-pegasus-newsroom-constant-32-64_rouge2,-0.039
rouge-anyref-pegasus-newsroom-constant-32-64_rougeL,-0.035
rouge-anyref-pegasus-newsroom-constant-32-64_rougeLsum,-0.035
rouge-anyref-pegasus-cnndm-default_rouge1,0.182
rouge-anyref-pegasus-cnndm-default_rouge2,0.145
rouge-anyref-pegasus-cnndm-default_rougeL,0.161
rouge-anyref-pegasus-cnndm-default_rougeLsum,0.161
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge1,0.182
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge2,0.145
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeL,0.161
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeLsum,0.161
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge1,0.182
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge2,0.145
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeL,0.161
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeLsum,0.161
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge1,0.182
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge2,0.145
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeL,0.161
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeLsum,0.161
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge1,0.182
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge2,0.145
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeL,0.161
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeLsum,0.161
rouge-anyref-pegasus-cnndm-constant-16-32_rouge1,0.182
rouge-anyref-pegasus-cnndm-constant-16-32_rouge2,0.145
rouge-anyref-pegasus-cnndm-constant-16-32_rougeL,0.161
rouge-anyref-pegasus-cnndm-constant-16-32_rougeLsum,0.161
rouge-anyref-pegasus-cnndm-constant-32-64_rouge1,0.182
rouge-anyref-pegasus-cnndm-constant-32-64_rouge2,0.145
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.161
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.161
bleurt-anyref-pegasus-newsroom-default_scores,0.002
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,0.017
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,0.017
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,0.017
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,0.017
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,0.006
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,0.002
bleurt-anyref-pegasus-cnndm-default_scores,0.108
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.108
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.108
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.108
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.108
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.108
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.108
bertscore-sentence-pagerank-cos-mpnet-entropy_P,-0.008
bertscore-sentence-pagerank-cos-mpnet-entropy_R,0.15
bertscore-sentence-pagerank-cos-mpnet-entropy_F,0.141
bertscore-sentence-pagerank-cos-mpnet-sum_P,-0.009
bertscore-sentence-pagerank-cos-mpnet-sum_R,0.148
bertscore-sentence-pagerank-cos-mpnet-sum_F,0.154
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_P,0.015
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_R,0.045
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_F,-0.026
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_P,0.035
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_R,-0.033
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_F,0.05
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_P,0.061
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_R,-0.049
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_F,-0.012
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_P,-0.027
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_R,-0.151
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_F,-0.167
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_P,-0.068
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_R,-0.136
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_F,-0.132
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_P,-0.113
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_R,0.072
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_F,0.032
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_P,-0.145
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_R,0.039
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_F,0.031
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_P,-0.114
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_R,0.015
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_F,-0.003
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_P,0.136
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_R,-0.013
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_F,0.066
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_P,0.033
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_R,-0.107
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_F,-0.078
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_P,0.033
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_R,-0.028
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_F,-0.028
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_P,-0.03
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_R,0.149
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_F,0.146
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_P,-0.042
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_R,0.144
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_F,0.134
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_P,-0.002
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_R,0.141
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_F,0.141
bertscore-sentence-mnli-deberta-large-not_neutral_P,-0.055
bertscore-sentence-mnli-deberta-large-not_neutral_R,0.009
bertscore-sentence-mnli-deberta-large-not_neutral_F,0.01
bertscore-sentence-mnli-deberta-large-entail_only_P,0.006
bertscore-sentence-mnli-deberta-large-entail_only_R,0.086
bertscore-sentence-mnli-deberta-large-entail_only_F,0.085
bertscore-sentence-mnli-deberta-large-entail_contradict_P,0.008
bertscore-sentence-mnli-deberta-large-entail_contradict_R,0.118
bertscore-sentence-mnli-deberta-large-entail_contradict_F,0.106
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_P,0.134
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_R,-0.012
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_F,0.058
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_P,0.037
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_R,-0.085
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_F,-0.061
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_P,0.029
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_R,-0.015
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_F,-0.022
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_P,-0.024
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_R,0.146
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_F,0.144
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_P,-0.033
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_R,0.123
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_F,0.102
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_P,0.001
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_R,0.127
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_F,0.114
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_P,0.007
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_R,-0.005
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_F,-0.03
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_P,0.042
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_R,0.188
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_F,-0.013
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_P,-0.003
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_R,-0.041
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_F,-0.004
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_P,0.018
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_R,0.004
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_F,0.026
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_P,0.018
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_R,0.004
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_F,0.026
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.018
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.004
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.026
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.018
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.004
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.026
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_P,0.002
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_R,-0.004
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_F,0.014
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_P,-0.003
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_R,-0.041
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_F,-0.004
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_P,0.049
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_R,0.043
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_F,0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_P,0.049
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_R,0.043
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_F,0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_P,0.049
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_R,0.043
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_F,0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.049
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.043
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.049
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.043
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_P,0.049
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_R,0.043
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_F,0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_P,0.049
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_R,0.043
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_F,0.074
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_P,-0.02
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_R,-0.038
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_F,-0.015
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_P,-0.001
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_R,0.005
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_F,0.013
