,litepyramid_recall
bertscore-sentence-mnli-bart-not_neutral_P,-0.103
bertscore-sentence-mnli-bart-not_neutral_R,-0.095
bertscore-sentence-mnli-bart-not_neutral_F,-0.087
bertscore-sentence-mnli-bart-entail_only_P,-0.008
bertscore-sentence-mnli-bart-entail_only_R,0.055
bertscore-sentence-mnli-bart-entail_only_F,0.071
bertscore-sentence-mnli-bart-entail_contradict_P,-0.001
bertscore-sentence-mnli-bart-entail_contradict_R,0.153
bertscore-sentence-mnli-bart-entail_contradict_F,0.266
bertscore-sentence-mnli-deberta-not_neutral_P,-0.104
bertscore-sentence-mnli-deberta-not_neutral_R,-0.05
bertscore-sentence-mnli-deberta-not_neutral_F,-0.04
bertscore-sentence-mnli-deberta-entail_only_P,-0.015
bertscore-sentence-mnli-deberta-entail_only_R,0.075
bertscore-sentence-mnli-deberta-entail_only_F,0.088
bertscore-sentence-mnli-deberta-entail_contradict_P,-0.003
bertscore-sentence-mnli-deberta-entail_contradict_R,0.159
bertscore-sentence-mnli-deberta-entail_contradict_F,0.189
bertscore-anyref-bart-default_precision,0.199
bertscore-anyref-bart-default_recall,0.202
bertscore-anyref-bart-default_f1,0.217
bertscore-anyref-bart-min-0.2-0.5_precision,0.187
bertscore-anyref-bart-min-0.2-0.5_recall,0.214
bertscore-anyref-bart-min-0.2-0.5_f1,0.219
bertscore-anyref-bart-min-0.5-0.7_precision,0.187
bertscore-anyref-bart-min-0.5-0.7_recall,0.214
bertscore-anyref-bart-min-0.5-0.7_f1,0.219
bertscore-anyref-bart-mean-0.2-0.5_precision,0.187
bertscore-anyref-bart-mean-0.2-0.5_recall,0.214
bertscore-anyref-bart-mean-0.2-0.5_f1,0.219
bertscore-anyref-bart-mean-0.5-0.7_precision,0.187
bertscore-anyref-bart-mean-0.5-0.7_recall,0.214
bertscore-anyref-bart-mean-0.5-0.7_f1,0.219
bertscore-anyref-bart-constant-16-32_precision,0.187
bertscore-anyref-bart-constant-16-32_recall,0.214
bertscore-anyref-bart-constant-16-32_f1,0.219
bertscore-anyref-bart-constant-32-64_precision,0.187
bertscore-anyref-bart-constant-32-64_recall,0.214
bertscore-anyref-bart-constant-32-64_f1,0.219
bertscore-anyref-pegasus-xsum-default_precision,0.136
bertscore-anyref-pegasus-xsum-default_recall,0.185
bertscore-anyref-pegasus-xsum-default_f1,0.172
bertscore-anyref-pegasus-xsum-min-0.2-0.5_precision,0.136
bertscore-anyref-pegasus-xsum-min-0.2-0.5_recall,0.185
bertscore-anyref-pegasus-xsum-min-0.2-0.5_f1,0.172
bertscore-anyref-pegasus-xsum-min-0.5-0.7_precision,0.136
bertscore-anyref-pegasus-xsum-min-0.5-0.7_recall,0.185
bertscore-anyref-pegasus-xsum-min-0.5-0.7_f1,0.172
bertscore-anyref-pegasus-xsum-mean-0.2-0.5_precision,0.136
bertscore-anyref-pegasus-xsum-mean-0.2-0.5_recall,0.185
bertscore-anyref-pegasus-xsum-mean-0.2-0.5_f1,0.172
bertscore-anyref-pegasus-xsum-mean-0.5-0.7_precision,0.136
bertscore-anyref-pegasus-xsum-mean-0.5-0.7_recall,0.185
bertscore-anyref-pegasus-xsum-mean-0.5-0.7_f1,0.172
bertscore-anyref-pegasus-xsum-constant-16-32_precision,0.268
bertscore-anyref-pegasus-xsum-constant-16-32_recall,0.28
bertscore-anyref-pegasus-xsum-constant-16-32_f1,0.296
bertscore-anyref-pegasus-xsum-constant-32-64_precision,0.347
bertscore-anyref-pegasus-xsum-constant-32-64_recall,0.342
bertscore-anyref-pegasus-xsum-constant-32-64_f1,0.361
rouge-anyref-bart-default_rouge1,0.193
rouge-anyref-bart-default_rouge2,0.196
rouge-anyref-bart-default_rougeL,0.19
rouge-anyref-bart-default_rougeLsum,0.19
rouge-anyref-bart-min-0.2-0.5_rouge1,0.192
rouge-anyref-bart-min-0.2-0.5_rouge2,0.193
rouge-anyref-bart-min-0.2-0.5_rougeL,0.191
rouge-anyref-bart-min-0.2-0.5_rougeLsum,0.191
rouge-anyref-bart-min-0.5-0.7_rouge1,0.192
rouge-anyref-bart-min-0.5-0.7_rouge2,0.193
rouge-anyref-bart-min-0.5-0.7_rougeL,0.191
rouge-anyref-bart-min-0.5-0.7_rougeLsum,0.191
rouge-anyref-bart-mean-0.2-0.5_rouge1,0.192
rouge-anyref-bart-mean-0.2-0.5_rouge2,0.193
rouge-anyref-bart-mean-0.2-0.5_rougeL,0.191
rouge-anyref-bart-mean-0.2-0.5_rougeLsum,0.191
rouge-anyref-bart-mean-0.5-0.7_rouge1,0.192
rouge-anyref-bart-mean-0.5-0.7_rouge2,0.193
rouge-anyref-bart-mean-0.5-0.7_rougeL,0.191
rouge-anyref-bart-mean-0.5-0.7_rougeLsum,0.191
rouge-anyref-bart-constant-16-32_rouge1,0.192
rouge-anyref-bart-constant-16-32_rouge2,0.193
rouge-anyref-bart-constant-16-32_rougeL,0.191
rouge-anyref-bart-constant-16-32_rougeLsum,0.191
rouge-anyref-bart-constant-32-64_rouge1,0.192
rouge-anyref-bart-constant-32-64_rouge2,0.193
rouge-anyref-bart-constant-32-64_rougeL,0.191
rouge-anyref-bart-constant-32-64_rougeLsum,0.191
rouge-anyref-pegasus-xsum-default_rouge1,0.18
rouge-anyref-pegasus-xsum-default_rouge2,0.24
rouge-anyref-pegasus-xsum-default_rougeL,0.201
rouge-anyref-pegasus-xsum-default_rougeLsum,0.201
rouge-anyref-pegasus-xsum-min-0.2-0.5_rouge1,0.18
rouge-anyref-pegasus-xsum-min-0.2-0.5_rouge2,0.24
rouge-anyref-pegasus-xsum-min-0.2-0.5_rougeL,0.201
rouge-anyref-pegasus-xsum-min-0.2-0.5_rougeLsum,0.201
rouge-anyref-pegasus-xsum-min-0.5-0.7_rouge1,0.18
rouge-anyref-pegasus-xsum-min-0.5-0.7_rouge2,0.24
rouge-anyref-pegasus-xsum-min-0.5-0.7_rougeL,0.201
rouge-anyref-pegasus-xsum-min-0.5-0.7_rougeLsum,0.201
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rouge1,0.18
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rouge2,0.24
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rougeL,0.201
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rougeLsum,0.201
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rouge1,0.18
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rouge2,0.24
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rougeL,0.201
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rougeLsum,0.201
rouge-anyref-pegasus-xsum-constant-16-32_rouge1,0.3
rouge-anyref-pegasus-xsum-constant-16-32_rouge2,0.304
rouge-anyref-pegasus-xsum-constant-16-32_rougeL,0.3
rouge-anyref-pegasus-xsum-constant-16-32_rougeLsum,0.3
rouge-anyref-pegasus-xsum-constant-32-64_rouge1,0.365
rouge-anyref-pegasus-xsum-constant-32-64_rouge2,0.366
rouge-anyref-pegasus-xsum-constant-32-64_rougeL,0.39
rouge-anyref-pegasus-xsum-constant-32-64_rougeLsum,0.39
bleurt-anyref-bart-default_scores,0.237
bleurt-anyref-bart-min-0.2-0.5_scores,0.24
bleurt-anyref-bart-min-0.5-0.7_scores,0.24
bleurt-anyref-bart-mean-0.2-0.5_scores,0.24
bleurt-anyref-bart-mean-0.5-0.7_scores,0.24
bleurt-anyref-bart-constant-16-32_scores,0.24
bleurt-anyref-bart-constant-32-64_scores,0.24
bleurt-anyref-pegasus-xsum-default_scores,0.239
bleurt-anyref-pegasus-xsum-min-0.2-0.5_scores,0.239
bleurt-anyref-pegasus-xsum-min-0.5-0.7_scores,0.239
bleurt-anyref-pegasus-xsum-mean-0.2-0.5_scores,0.239
bleurt-anyref-pegasus-xsum-mean-0.5-0.7_scores,0.239
bleurt-anyref-pegasus-xsum-constant-16-32_scores,0.347
bleurt-anyref-pegasus-xsum-constant-32-64_scores,0.365
bertscore-anyref-pegasus-newsroom-default_precision,-0.063
bertscore-anyref-pegasus-newsroom-default_recall,-0.149
bertscore-anyref-pegasus-newsroom-default_f1,-0.114
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_precision,-0.017
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_recall,-0.076
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_f1,-0.051
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_precision,-0.017
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_recall,-0.076
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_f1,-0.051
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_precision,-0.017
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_recall,-0.076
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_f1,-0.051
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_precision,-0.017
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_recall,-0.076
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_f1,-0.051
bertscore-anyref-pegasus-newsroom-constant-16-32_precision,-0.039
bertscore-anyref-pegasus-newsroom-constant-16-32_recall,-0.089
bertscore-anyref-pegasus-newsroom-constant-16-32_f1,-0.07
bertscore-anyref-pegasus-newsroom-constant-32-64_precision,-0.063
bertscore-anyref-pegasus-newsroom-constant-32-64_recall,-0.149
bertscore-anyref-pegasus-newsroom-constant-32-64_f1,-0.114
bertscore-anyref-pegasus-cnndm-default_precision,0.238
bertscore-anyref-pegasus-cnndm-default_recall,0.09
bertscore-anyref-pegasus-cnndm-default_f1,0.177
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_precision,0.238
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_recall,0.09
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_f1,0.177
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_precision,0.238
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_recall,0.09
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_f1,0.177
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_precision,0.238
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_recall,0.09
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_f1,0.177
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_precision,0.238
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_recall,0.09
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_f1,0.177
bertscore-anyref-pegasus-cnndm-constant-16-32_precision,0.238
bertscore-anyref-pegasus-cnndm-constant-16-32_recall,0.09
bertscore-anyref-pegasus-cnndm-constant-16-32_f1,0.177
bertscore-anyref-pegasus-cnndm-constant-32-64_precision,0.238
bertscore-anyref-pegasus-cnndm-constant-32-64_recall,0.09
bertscore-anyref-pegasus-cnndm-constant-32-64_f1,0.177
rouge-anyref-pegasus-newsroom-default_rouge1,-0.116
rouge-anyref-pegasus-newsroom-default_rouge2,-0.082
rouge-anyref-pegasus-newsroom-default_rougeL,-0.102
rouge-anyref-pegasus-newsroom-default_rougeLsum,-0.102
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge1,-0.053
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge2,-0.032
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeL,-0.047
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeLsum,-0.047
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge1,-0.053
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge2,-0.032
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeL,-0.047
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeLsum,-0.047
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge1,-0.053
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge2,-0.032
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeL,-0.047
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeLsum,-0.047
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge1,-0.053
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge2,-0.032
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeL,-0.047
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeLsum,-0.047
rouge-anyref-pegasus-newsroom-constant-16-32_rouge1,-0.083
rouge-anyref-pegasus-newsroom-constant-16-32_rouge2,-0.052
rouge-anyref-pegasus-newsroom-constant-16-32_rougeL,-0.071
rouge-anyref-pegasus-newsroom-constant-16-32_rougeLsum,-0.071
rouge-anyref-pegasus-newsroom-constant-32-64_rouge1,-0.116
rouge-anyref-pegasus-newsroom-constant-32-64_rouge2,-0.082
rouge-anyref-pegasus-newsroom-constant-32-64_rougeL,-0.102
rouge-anyref-pegasus-newsroom-constant-32-64_rougeLsum,-0.102
rouge-anyref-pegasus-cnndm-default_rouge1,0.247
rouge-anyref-pegasus-cnndm-default_rouge2,0.201
rouge-anyref-pegasus-cnndm-default_rougeL,0.247
rouge-anyref-pegasus-cnndm-default_rougeLsum,0.247
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge1,0.247
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge2,0.201
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeL,0.247
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeLsum,0.247
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge1,0.247
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge2,0.201
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeL,0.247
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeLsum,0.247
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge1,0.247
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge2,0.201
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeL,0.247
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeLsum,0.247
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge1,0.247
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge2,0.201
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeL,0.247
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeLsum,0.247
rouge-anyref-pegasus-cnndm-constant-16-32_rouge1,0.247
rouge-anyref-pegasus-cnndm-constant-16-32_rouge2,0.201
rouge-anyref-pegasus-cnndm-constant-16-32_rougeL,0.247
rouge-anyref-pegasus-cnndm-constant-16-32_rougeLsum,0.247
rouge-anyref-pegasus-cnndm-constant-32-64_rouge1,0.247
rouge-anyref-pegasus-cnndm-constant-32-64_rouge2,0.201
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.247
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.247
bleurt-anyref-pegasus-newsroom-default_scores,-0.038
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,-0.005
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,-0.005
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,-0.005
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,-0.005
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,-0.022
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,-0.038
bleurt-anyref-pegasus-cnndm-default_scores,0.145
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.145
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.145
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.145
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.145
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.145
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.145
bertscore-sentence-pagerank-cos-mpnet-entropy_P,-0.149
bertscore-sentence-pagerank-cos-mpnet-entropy_R,0.19
bertscore-sentence-pagerank-cos-mpnet-entropy_F,0.17
bertscore-sentence-pagerank-cos-mpnet-sum_P,-0.052
bertscore-sentence-pagerank-cos-mpnet-sum_R,0.176
bertscore-sentence-pagerank-cos-mpnet-sum_F,0.175
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-entropy_P,0.089
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-entropy_R,0.044
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-entropy_F,-0.054
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-sum_P,0.001
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-sum_R,-0.196
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-sum_F,0.029
