,litepyramid_recall
bertscore-anyref-bart-constant-32-64_f1,0.24
bertscore-anyref-pegasus-xsum-default_precision,0.153
bertscore-anyref-pegasus-xsum-default_recall,0.165
bertscore-anyref-pegasus-xsum-default_f1,0.176
bertscore-anyref-pegasus-xsum-min-0.2-0.5_precision,0.153
bertscore-anyref-pegasus-xsum-min-0.2-0.5_recall,0.165
bertscore-anyref-pegasus-xsum-min-0.2-0.5_f1,0.176
bertscore-anyref-pegasus-xsum-min-0.5-0.7_precision,0.153
bertscore-anyref-pegasus-xsum-min-0.5-0.7_recall,0.165
bertscore-anyref-pegasus-xsum-min-0.5-0.7_f1,0.176
bertscore-anyref-pegasus-xsum-mean-0.2-0.5_precision,0.153
bertscore-anyref-pegasus-xsum-mean-0.2-0.5_recall,0.165
bertscore-anyref-pegasus-xsum-mean-0.2-0.5_f1,0.176
bertscore-anyref-pegasus-xsum-mean-0.5-0.7_precision,0.153
bertscore-anyref-pegasus-xsum-mean-0.5-0.7_recall,0.165
bertscore-anyref-pegasus-xsum-mean-0.5-0.7_f1,0.176
bertscore-anyref-pegasus-xsum-constant-16-32_precision,0.271
bertscore-anyref-pegasus-xsum-constant-16-32_recall,0.298
bertscore-anyref-pegasus-xsum-constant-16-32_f1,0.306
bertscore-anyref-pegasus-xsum-constant-32-64_precision,0.351
bertscore-anyref-pegasus-xsum-constant-32-64_recall,0.342
bertscore-anyref-pegasus-xsum-constant-32-64_f1,0.365
rouge-anyref-bart-default_rouge1,0.208
rouge-anyref-bart-default_rouge2,0.24
rouge-anyref-bart-default_rougeL,0.242
rouge-anyref-bart-default_rougeLsum,0.242
rouge-anyref-bart-min-0.2-0.5_rouge1,0.209
rouge-anyref-bart-min-0.2-0.5_rouge2,0.238
rouge-anyref-bart-min-0.2-0.5_rougeL,0.242
rouge-anyref-bart-min-0.2-0.5_rougeLsum,0.242
rouge-anyref-bart-min-0.5-0.7_rouge1,0.209
rouge-anyref-bart-min-0.5-0.7_rouge2,0.238
rouge-anyref-bart-min-0.5-0.7_rougeL,0.242
rouge-anyref-bart-min-0.5-0.7_rougeLsum,0.242
rouge-anyref-bart-mean-0.2-0.5_rouge1,0.209
rouge-anyref-bart-mean-0.2-0.5_rouge2,0.238
rouge-anyref-bart-mean-0.2-0.5_rougeL,0.242
rouge-anyref-bart-mean-0.2-0.5_rougeLsum,0.242
rouge-anyref-bart-mean-0.5-0.7_rouge1,0.209
rouge-anyref-bart-mean-0.5-0.7_rouge2,0.238
rouge-anyref-bart-mean-0.5-0.7_rougeL,0.242
rouge-anyref-bart-mean-0.5-0.7_rougeLsum,0.242
rouge-anyref-bart-constant-16-32_rouge1,0.209
rouge-anyref-bart-constant-16-32_rouge2,0.238
rouge-anyref-bart-constant-16-32_rougeL,0.242
rouge-anyref-bart-constant-16-32_rougeLsum,0.242
rouge-anyref-bart-constant-32-64_rouge1,0.209
rouge-anyref-bart-constant-32-64_rouge2,0.238
rouge-anyref-bart-constant-32-64_rougeL,0.242
rouge-anyref-bart-constant-32-64_rougeLsum,0.242
rouge-anyref-pegasus-xsum-default_rouge1,0.231
rouge-anyref-pegasus-xsum-default_rouge2,0.198
rouge-anyref-pegasus-xsum-default_rougeL,0.198
rouge-anyref-pegasus-xsum-default_rougeLsum,0.198
rouge-anyref-pegasus-xsum-min-0.2-0.5_rouge1,0.231
rouge-anyref-pegasus-xsum-min-0.2-0.5_rouge2,0.198
rouge-anyref-pegasus-xsum-min-0.2-0.5_rougeL,0.198
rouge-anyref-pegasus-xsum-min-0.2-0.5_rougeLsum,0.198
rouge-anyref-pegasus-xsum-min-0.5-0.7_rouge1,0.231
rouge-anyref-pegasus-xsum-min-0.5-0.7_rouge2,0.198
rouge-anyref-pegasus-xsum-min-0.5-0.7_rougeL,0.198
rouge-anyref-pegasus-xsum-min-0.5-0.7_rougeLsum,0.198
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rouge1,0.231
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rouge2,0.198
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rougeL,0.198
rouge-anyref-pegasus-xsum-mean-0.2-0.5_rougeLsum,0.198
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rouge1,0.231
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rouge2,0.198
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rougeL,0.198
rouge-anyref-pegasus-xsum-mean-0.5-0.7_rougeLsum,0.198
rouge-anyref-pegasus-xsum-constant-16-32_rouge1,0.339
rouge-anyref-pegasus-xsum-constant-16-32_rouge2,0.32
rouge-anyref-pegasus-xsum-constant-16-32_rougeL,0.307
rouge-anyref-pegasus-xsum-constant-16-32_rougeLsum,0.307
rouge-anyref-pegasus-xsum-constant-32-64_rouge1,0.398
rouge-anyref-pegasus-xsum-constant-32-64_rouge2,0.381
rouge-anyref-pegasus-xsum-constant-32-64_rougeL,0.419
rouge-anyref-pegasus-xsum-constant-32-64_rougeLsum,0.419
bleurt-anyref-bart-default_scores,0.271
bleurt-anyref-bart-min-0.2-0.5_scores,0.27
bleurt-anyref-bart-min-0.5-0.7_scores,0.27
bleurt-anyref-bart-mean-0.2-0.5_scores,0.27
bleurt-anyref-bart-mean-0.5-0.7_scores,0.27
bleurt-anyref-bart-constant-16-32_scores,0.27
bleurt-anyref-bart-constant-32-64_scores,0.27
bleurt-anyref-pegasus-xsum-default_scores,0.286
bleurt-anyref-pegasus-xsum-min-0.2-0.5_scores,0.286
bleurt-anyref-pegasus-xsum-min-0.5-0.7_scores,0.286
bleurt-anyref-pegasus-xsum-mean-0.2-0.5_scores,0.286
bleurt-anyref-pegasus-xsum-mean-0.5-0.7_scores,0.286
bleurt-anyref-pegasus-xsum-constant-16-32_scores,0.395
bleurt-anyref-pegasus-xsum-constant-32-64_scores,0.396
bertscore-anyref-pegasus-newsroom-default_precision,-0.063
bertscore-anyref-pegasus-newsroom-default_recall,-0.019
bertscore-anyref-pegasus-newsroom-default_f1,-0.033
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_precision,-0.022
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_recall,0.026
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_f1,-0.007
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_precision,-0.022
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_recall,0.026
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_f1,-0.007
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_precision,-0.022
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_recall,0.026
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_f1,-0.007
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_precision,-0.022
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_recall,0.026
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_f1,-0.007
bertscore-anyref-pegasus-newsroom-constant-16-32_precision,-0.054
bertscore-anyref-pegasus-newsroom-constant-16-32_recall,0.018
bertscore-anyref-pegasus-newsroom-constant-16-32_f1,-0.023
bertscore-anyref-pegasus-newsroom-constant-32-64_precision,-0.063
bertscore-anyref-pegasus-newsroom-constant-32-64_recall,-0.019
bertscore-anyref-pegasus-newsroom-constant-32-64_f1,-0.033
bertscore-anyref-pegasus-cnndm-default_precision,0.249
bertscore-anyref-pegasus-cnndm-default_recall,0.068
bertscore-anyref-pegasus-cnndm-default_f1,0.179
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_precision,0.249
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_recall,0.068
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_f1,0.179
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_precision,0.249
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_recall,0.068
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_f1,0.179
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_precision,0.249
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_recall,0.068
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_f1,0.179
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_precision,0.249
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_recall,0.068
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_f1,0.179
bertscore-anyref-pegasus-cnndm-constant-16-32_precision,0.249
bertscore-anyref-pegasus-cnndm-constant-16-32_recall,0.068
bertscore-anyref-pegasus-cnndm-constant-16-32_f1,0.179
bertscore-anyref-pegasus-cnndm-constant-32-64_precision,0.249
bertscore-anyref-pegasus-cnndm-constant-32-64_recall,0.068
bertscore-anyref-pegasus-cnndm-constant-32-64_f1,0.179
rouge-anyref-pegasus-newsroom-default_rouge1,-0.088
rouge-anyref-pegasus-newsroom-default_rouge2,-0.073
rouge-anyref-pegasus-newsroom-default_rougeL,-0.066
rouge-anyref-pegasus-newsroom-default_rougeLsum,-0.066
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge1,-0.051
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge2,-0.038
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeL,-0.018
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeLsum,-0.018
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge1,-0.051
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge2,-0.038
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeL,-0.018
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeLsum,-0.018
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge1,-0.051
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge2,-0.038
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeL,-0.018
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeLsum,-0.018
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge1,-0.051
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge2,-0.038
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeL,-0.018
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeLsum,-0.018
rouge-anyref-pegasus-newsroom-constant-16-32_rouge1,-0.085
rouge-anyref-pegasus-newsroom-constant-16-32_rouge2,-0.062
rouge-anyref-pegasus-newsroom-constant-16-32_rougeL,-0.053
rouge-anyref-pegasus-newsroom-constant-16-32_rougeLsum,-0.053
rouge-anyref-pegasus-newsroom-constant-32-64_rouge1,-0.088
rouge-anyref-pegasus-newsroom-constant-32-64_rouge2,-0.073
rouge-anyref-pegasus-newsroom-constant-32-64_rougeL,-0.066
rouge-anyref-pegasus-newsroom-constant-32-64_rougeLsum,-0.066
rouge-anyref-pegasus-cnndm-default_rouge1,0.264
rouge-anyref-pegasus-cnndm-default_rouge2,0.215
rouge-anyref-pegasus-cnndm-default_rougeL,0.241
rouge-anyref-pegasus-cnndm-default_rougeLsum,0.241
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge1,0.264
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge2,0.215
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeL,0.241
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeLsum,0.241
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge1,0.264
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge2,0.215
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeL,0.241
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeLsum,0.241
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge1,0.264
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge2,0.215
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeL,0.241
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeLsum,0.241
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge1,0.264
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge2,0.215
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeL,0.241
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeLsum,0.241
rouge-anyref-pegasus-cnndm-constant-16-32_rouge1,0.264
rouge-anyref-pegasus-cnndm-constant-16-32_rouge2,0.215
rouge-anyref-pegasus-cnndm-constant-16-32_rougeL,0.241
rouge-anyref-pegasus-cnndm-constant-16-32_rougeLsum,0.241
rouge-anyref-pegasus-cnndm-constant-32-64_rouge1,0.264
rouge-anyref-pegasus-cnndm-constant-32-64_rouge2,0.215
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.241
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.241
bleurt-anyref-pegasus-newsroom-default_scores,-0.012
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,0.016
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,0.016
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,0.016
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,0.016
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,-0.005
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,-0.012
bleurt-anyref-pegasus-cnndm-default_scores,0.156
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.156
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.156
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.156
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.156
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.156
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.156
bertscore-sentence-pagerank-cos-mpnet-entropy_P,-0.013
bertscore-sentence-pagerank-cos-mpnet-entropy_R,0.22
bertscore-sentence-pagerank-cos-mpnet-entropy_F,0.205
bertscore-sentence-pagerank-cos-mpnet-sum_P,-0.02
bertscore-sentence-pagerank-cos-mpnet-sum_R,0.22
bertscore-sentence-pagerank-cos-mpnet-sum_F,0.222
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-entropy_P,0.021
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-entropy_R,0.073
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-entropy_F,-0.039
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-sum_P,0.051
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-sum_R,-0.046
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-sum_F,0.067
