,litepyramid_recall
bertscore-sentence-cos-roberta_P,-0.047
bertscore-sentence-cos-roberta_R,0.203
bertscore-sentence-cos-roberta_F,0.111
bertscore-sentence-cos-roberta-topk-5_P,-0.093
bertscore-sentence-cos-roberta-topk-5_R,0.123
bertscore-sentence-cos-roberta-topk-5_F,-0.01
bertscore-sentence-cos-roberta-topk-10_P,-0.083
bertscore-sentence-cos-roberta-topk-10_R,0.169
bertscore-sentence-cos-roberta-topk-10_F,0.044
bertscore-sentence-cos-roberta-topk-20_P,-0.06
bertscore-sentence-cos-roberta-topk-20_R,0.191
bertscore-sentence-cos-roberta-topk-20_F,0.089
bertscore-sentence-cos-roberta-topp-0.2_P,-0.096
bertscore-sentence-cos-roberta-topp-0.2_R,0.148
bertscore-sentence-cos-roberta-topp-0.2_F,0.014
bertscore-sentence-cos-roberta-topp-0.5_P,-0.074
bertscore-sentence-cos-roberta-topp-0.5_R,0.182
bertscore-sentence-cos-roberta-topp-0.5_F,0.071
bertscore-sentence-cos-roberta-topp-0.7_P,-0.059
bertscore-sentence-cos-roberta-topp-0.7_R,0.187
bertscore-sentence-cos-roberta-topp-0.7_F,0.088
rouge_rouge1,0.256
rouge_rouge2,0.194
rouge_rougeL,0.195
rouge_rougeLsum,0.195
rouge-topk-5_rouge1,0.113
rouge-topk-5_rouge2,0.026
rouge-topk-5_rougeL,0.012
rouge-topk-5_rougeLsum,0.012
rouge-topk-10_rouge1,0.197
rouge-topk-10_rouge2,0.104
rouge-topk-10_rougeL,0.111
rouge-topk-10_rougeLsum,0.111
rouge-topk-20_rouge1,0.244
rouge-topk-20_rouge2,0.169
rouge-topk-20_rougeL,0.17
rouge-topk-20_rougeLsum,0.17
rouge-topp-0.2_rouge1,0.124
rouge-topp-0.2_rouge2,0.041
rouge-topp-0.2_rougeL,0.034
rouge-topp-0.2_rougeLsum,0.034
rouge-topp-0.5_rouge1,0.222
rouge-topp-0.5_rouge2,0.137
rouge-topp-0.5_rougeL,0.13
rouge-topp-0.5_rougeLsum,0.13
rouge-topp-0.7_rouge1,0.243
rouge-topp-0.7_rouge2,0.168
rouge-topp-0.7_rougeL,0.172
rouge-topp-0.7_rougeLsum,0.172
bleurt_scores,0.126
bleurt-topk-5_scores,0.051
bleurt-topk-10_scores,0.112
bleurt-topk-20_scores,0.125
bleurt-topp-0.2_scores,0.064
bleurt-topp-0.5_scores,0.116
bleurt-topp-0.7_scores,0.112
bertscore-anyref-pegasus-large_precision,-0.036
bertscore-anyref-pegasus-large_recall,0.169
bertscore-anyref-pegasus-large_f1,0.055
rouge-anyref-pegasus-large_rouge1,0.164
rouge-anyref-pegasus-large_rouge2,0.081
rouge-anyref-pegasus-large_rougeL,0.086
rouge-anyref-pegasus-large_rougeLsum,0.086
bleurt-anyref-pegasus-large_scores,0.116
bertscore-sentence-mnli-roberta-not_neutral_P,-0.044
bertscore-sentence-mnli-roberta-not_neutral_R,0.103
bertscore-sentence-mnli-roberta-not_neutral_F,0.089
bertscore-sentence-mnli-roberta-entail_only_P,-0.021
bertscore-sentence-mnli-roberta-entail_only_R,0.129
bertscore-sentence-mnli-roberta-entail_only_F,0.113
bertscore-sentence-mnli-roberta-entail_contradict_P,-0.014
bertscore-sentence-mnli-roberta-entail_contradict_R,0.126
bertscore-sentence-mnli-roberta-entail_contradict_F,0.098
bertscore-sentence-mnli-bart-not_neutral_P,-0.0
bertscore-sentence-mnli-bart-not_neutral_R,0.102
bertscore-sentence-mnli-bart-not_neutral_F,0.097
bertscore-sentence-mnli-bart-entail_only_P,0.055
bertscore-sentence-mnli-bart-entail_only_R,0.134
bertscore-sentence-mnli-bart-entail_only_F,0.129
bertscore-sentence-mnli-bart-entail_contradict_P,0.047
bertscore-sentence-mnli-bart-entail_contradict_R,0.161
bertscore-sentence-mnli-bart-entail_contradict_F,0.136
bertscore-sentence-mnli-deberta-xlarge-not_neutral_P,-0.038
bertscore-sentence-mnli-deberta-xlarge-not_neutral_R,0.079
bertscore-sentence-mnli-deberta-xlarge-not_neutral_F,0.054
bertscore-sentence-mnli-deberta-xlarge-entail_only_P,0.016
bertscore-sentence-mnli-deberta-xlarge-entail_only_R,0.128
bertscore-sentence-mnli-deberta-xlarge-entail_only_F,0.113
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_P,0.019
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_R,0.162
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_F,0.138
bertscore-anyref-bart-default_precision,-0.041
bertscore-anyref-bart-default_recall,0.205
bertscore-anyref-bart-default_f1,0.087
bertscore-anyref-bart-min-0.2-0.5_precision,-0.048
bertscore-anyref-bart-min-0.2-0.5_recall,0.198
bertscore-anyref-bart-min-0.2-0.5_f1,0.075
bertscore-anyref-bart-min-0.5-0.7_precision,-0.048
bertscore-anyref-bart-min-0.5-0.7_recall,0.198
bertscore-anyref-bart-min-0.5-0.7_f1,0.075
bertscore-anyref-bart-mean-0.2-0.5_precision,-0.048
bertscore-anyref-bart-mean-0.2-0.5_recall,0.198
bertscore-anyref-bart-mean-0.2-0.5_f1,0.075
bertscore-anyref-bart-mean-0.5-0.7_precision,-0.048
bertscore-anyref-bart-mean-0.5-0.7_recall,0.198
bertscore-anyref-bart-mean-0.5-0.7_f1,0.075
bertscore-anyref-bart-constant-16-32_precision,-0.048
bertscore-anyref-bart-constant-16-32_recall,0.198
bertscore-anyref-bart-constant-16-32_f1,0.075
bertscore-anyref-bart-constant-32-64_precision,-0.048
bertscore-anyref-bart-constant-32-64_recall,0.198
bertscore-anyref-bart-constant-32-64_f1,0.075
rouge-anyref-bart-default_rouge1,0.19
rouge-anyref-bart-default_rouge2,0.137
rouge-anyref-bart-default_rougeL,0.119
rouge-anyref-bart-default_rougeLsum,0.119
rouge-anyref-bart-min-0.2-0.5_rouge1,0.176
rouge-anyref-bart-min-0.2-0.5_rouge2,0.126
rouge-anyref-bart-min-0.2-0.5_rougeL,0.106
rouge-anyref-bart-min-0.2-0.5_rougeLsum,0.106
rouge-anyref-bart-min-0.5-0.7_rouge1,0.176
rouge-anyref-bart-min-0.5-0.7_rouge2,0.126
rouge-anyref-bart-min-0.5-0.7_rougeL,0.106
rouge-anyref-bart-min-0.5-0.7_rougeLsum,0.106
rouge-anyref-bart-mean-0.2-0.5_rouge1,0.176
rouge-anyref-bart-mean-0.2-0.5_rouge2,0.126
rouge-anyref-bart-mean-0.2-0.5_rougeL,0.106
rouge-anyref-bart-mean-0.2-0.5_rougeLsum,0.106
rouge-anyref-bart-mean-0.5-0.7_rouge1,0.176
rouge-anyref-bart-mean-0.5-0.7_rouge2,0.126
rouge-anyref-bart-mean-0.5-0.7_rougeL,0.106
rouge-anyref-bart-mean-0.5-0.7_rougeLsum,0.106
rouge-anyref-bart-constant-16-32_rouge1,0.176
rouge-anyref-bart-constant-16-32_rouge2,0.126
rouge-anyref-bart-constant-16-32_rougeL,0.106
rouge-anyref-bart-constant-16-32_rougeLsum,0.106
rouge-anyref-bart-constant-32-64_rouge1,0.176
rouge-anyref-bart-constant-32-64_rouge2,0.126
rouge-anyref-bart-constant-32-64_rougeL,0.106
rouge-anyref-bart-constant-32-64_rougeLsum,0.106
bleurt-anyref-bart-default_scores,0.186
bleurt-anyref-bart-min-0.2-0.5_scores,0.177
bleurt-anyref-bart-min-0.5-0.7_scores,0.177
bleurt-anyref-bart-mean-0.2-0.5_scores,0.177
bleurt-anyref-bart-mean-0.5-0.7_scores,0.177
bleurt-anyref-bart-constant-16-32_scores,0.177
bleurt-anyref-bart-constant-32-64_scores,0.177
bertscore-anyref-pegasus-newsroom-default_precision,-0.1
bertscore-anyref-pegasus-newsroom-default_recall,0.116
bertscore-anyref-pegasus-newsroom-default_f1,0.001
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_precision,-0.094
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_recall,0.114
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_f1,0.007
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_precision,-0.094
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_recall,0.114
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_f1,0.007
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_precision,-0.094
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_recall,0.114
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_f1,0.007
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_precision,-0.094
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_recall,0.114
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_f1,0.007
bertscore-anyref-pegasus-newsroom-constant-16-32_precision,-0.091
bertscore-anyref-pegasus-newsroom-constant-16-32_recall,0.122
bertscore-anyref-pegasus-newsroom-constant-16-32_f1,0.011
bertscore-anyref-pegasus-newsroom-constant-32-64_precision,-0.1
bertscore-anyref-pegasus-newsroom-constant-32-64_recall,0.116
bertscore-anyref-pegasus-newsroom-constant-32-64_f1,0.001
bertscore-anyref-pegasus-cnndm-default_precision,-0.069
bertscore-anyref-pegasus-cnndm-default_recall,0.176
bertscore-anyref-pegasus-cnndm-default_f1,0.05
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_precision,-0.069
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_recall,0.176
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_f1,0.05
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_precision,-0.069
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_recall,0.176
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_f1,0.05
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_precision,-0.069
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_recall,0.176
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_f1,0.05
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_precision,-0.069
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_recall,0.176
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_f1,0.05
bertscore-anyref-pegasus-cnndm-constant-16-32_precision,-0.069
bertscore-anyref-pegasus-cnndm-constant-16-32_recall,0.176
bertscore-anyref-pegasus-cnndm-constant-16-32_f1,0.05
bertscore-anyref-pegasus-cnndm-constant-32-64_precision,-0.069
bertscore-anyref-pegasus-cnndm-constant-32-64_recall,0.176
bertscore-anyref-pegasus-cnndm-constant-32-64_f1,0.05
rouge-anyref-pegasus-newsroom-default_rouge1,0.042
rouge-anyref-pegasus-newsroom-default_rouge2,0.016
rouge-anyref-pegasus-newsroom-default_rougeL,-0.005
rouge-anyref-pegasus-newsroom-default_rougeLsum,-0.005
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge1,0.037
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge2,0.016
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeL,-0.002
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeLsum,-0.002
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge1,0.037
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge2,0.016
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeL,-0.002
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeLsum,-0.002
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge1,0.037
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge2,0.016
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeL,-0.002
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeLsum,-0.002
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge1,0.037
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge2,0.016
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeL,-0.002
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeLsum,-0.002
rouge-anyref-pegasus-newsroom-constant-16-32_rouge1,0.039
rouge-anyref-pegasus-newsroom-constant-16-32_rouge2,0.02
rouge-anyref-pegasus-newsroom-constant-16-32_rougeL,-0.002
rouge-anyref-pegasus-newsroom-constant-16-32_rougeLsum,-0.002
rouge-anyref-pegasus-newsroom-constant-32-64_rouge1,0.042
rouge-anyref-pegasus-newsroom-constant-32-64_rouge2,0.016
rouge-anyref-pegasus-newsroom-constant-32-64_rougeL,-0.005
rouge-anyref-pegasus-newsroom-constant-32-64_rougeLsum,-0.005
rouge-anyref-pegasus-cnndm-default_rouge1,0.108
rouge-anyref-pegasus-cnndm-default_rouge2,0.074
rouge-anyref-pegasus-cnndm-default_rougeL,0.069
rouge-anyref-pegasus-cnndm-default_rougeLsum,0.069
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge1,0.108
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge2,0.074
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeL,0.069
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeLsum,0.069
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge1,0.108
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge2,0.074
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeL,0.069
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeLsum,0.069
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge1,0.108
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge2,0.074
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeL,0.069
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeLsum,0.069
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge1,0.108
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge2,0.074
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeL,0.069
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeLsum,0.069
rouge-anyref-pegasus-cnndm-constant-16-32_rouge1,0.108
rouge-anyref-pegasus-cnndm-constant-16-32_rouge2,0.074
rouge-anyref-pegasus-cnndm-constant-16-32_rougeL,0.069
rouge-anyref-pegasus-cnndm-constant-16-32_rougeLsum,0.069
rouge-anyref-pegasus-cnndm-constant-32-64_rouge1,0.108
rouge-anyref-pegasus-cnndm-constant-32-64_rouge2,0.074
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.069
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.069
bleurt-anyref-pegasus-newsroom-default_scores,0.022
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,0.018
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,0.018
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,0.018
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,0.018
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,0.017
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,0.022
bleurt-anyref-pegasus-cnndm-default_scores,0.098
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.098
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.098
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.098
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.098
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.098
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.098
bertscore-sentence-pagerank-cos-mpnet-entropy_P,-0.035
bertscore-sentence-pagerank-cos-mpnet-entropy_R,0.139
bertscore-sentence-pagerank-cos-mpnet-entropy_F,0.095
bertscore-sentence-pagerank-cos-mpnet-sum_P,-0.031
bertscore-sentence-pagerank-cos-mpnet-sum_R,0.202
bertscore-sentence-pagerank-cos-mpnet-sum_F,0.101
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_P,0.017
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_R,0.145
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_F,0.081
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_P,0.056
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_R,0.051
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_F,0.014
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_P,-0.036
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_R,0.08
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_F,0.04
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_P,-0.027
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_R,0.127
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_F,0.091
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_P,-0.022
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_R,0.124
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_F,0.1
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_P,-0.04
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_R,0.107
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_F,0.063
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_P,-0.03
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_R,0.112
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_F,0.078
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_P,-0.024
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_R,0.119
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_F,0.09
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_P,-0.011
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_R,0.081
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_F,0.039
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_P,-0.018
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_R,0.116
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_F,0.086
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_P,0.01
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_R,0.15
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_F,0.127
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_P,-0.02
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_R,0.103
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_F,0.068
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_P,-0.004
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_R,0.128
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_F,0.101
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_P,0.005
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_R,0.146
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_F,0.122
bertscore-sentence-mnli-deberta-large-not_neutral_P,-0.064
bertscore-sentence-mnli-deberta-large-not_neutral_R,0.068
bertscore-sentence-mnli-deberta-large-not_neutral_F,0.039
bertscore-sentence-mnli-deberta-large-entail_only_P,0.017
bertscore-sentence-mnli-deberta-large-entail_only_R,0.126
bertscore-sentence-mnli-deberta-large-entail_only_F,0.112
bertscore-sentence-mnli-deberta-large-entail_contradict_P,0.022
bertscore-sentence-mnli-deberta-large-entail_contradict_R,0.135
bertscore-sentence-mnli-deberta-large-entail_contradict_F,0.124
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_P,-0.008
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_R,0.086
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_F,0.041
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_P,-0.006
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_R,0.113
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_F,0.08
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_P,0.015
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_R,0.13
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_F,0.124
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_P,-0.01
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_R,0.1
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_F,0.056
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_P,0.006
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_R,0.119
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_F,0.103
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_P,0.011
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_R,0.12
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_F,0.123
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_P,0.022
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_R,0.139
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_F,0.132
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_P,0.044
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_R,0.08
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_F,0.053
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_P,-0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_R,0.11
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_F,-0.023
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_P,-0.075
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_R,0.103
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_F,-0.025
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_P,-0.075
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_R,0.103
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_F,-0.025
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_P,-0.075
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.103
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_F,-0.025
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_P,-0.075
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.103
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_F,-0.025
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_P,-0.073
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_R,0.105
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_F,-0.023
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_P,-0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_R,0.11
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_F,-0.023
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_P,-0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_R,0.141
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_F,0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_P,-0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_R,0.141
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_F,0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_P,-0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_R,0.141
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_F,0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_P,-0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.141
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_P,-0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.141
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_P,-0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_R,0.141
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_F,0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_P,-0.074
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_R,0.141
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_F,0.009
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_P,-0.081
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_R,0.115
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_F,-0.017
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_P,-0.084
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_R,0.11
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_F,-0.024
