,InformativenessRating,RelevanceRating,CoherenceRating,FluencyRating
rouge-anyref-bart-min-0.2-0.5_rougeLsum,0.448,0.413,0.379,0.346
rouge-anyref-bart-min-0.5-0.7_rouge1,0.468,0.422,0.417,0.36
rouge-anyref-bart-min-0.5-0.7_rouge2,0.412,0.376,0.33,0.322
rouge-anyref-bart-min-0.5-0.7_rougeL,0.448,0.413,0.379,0.346
rouge-anyref-bart-min-0.5-0.7_rougeLsum,0.448,0.413,0.379,0.346
rouge-anyref-bart-mean-0.2-0.5_rouge1,0.468,0.422,0.417,0.36
rouge-anyref-bart-mean-0.2-0.5_rouge2,0.412,0.376,0.33,0.322
rouge-anyref-bart-mean-0.2-0.5_rougeL,0.448,0.413,0.379,0.346
rouge-anyref-bart-mean-0.2-0.5_rougeLsum,0.448,0.413,0.379,0.346
rouge-anyref-bart-mean-0.5-0.7_rouge1,0.468,0.422,0.417,0.36
rouge-anyref-bart-mean-0.5-0.7_rouge2,0.412,0.376,0.33,0.322
rouge-anyref-bart-mean-0.5-0.7_rougeL,0.448,0.413,0.379,0.346
rouge-anyref-bart-mean-0.5-0.7_rougeLsum,0.448,0.413,0.379,0.346
rouge-anyref-bart-constant-16-32_rouge1,0.47,0.422,0.419,0.359
rouge-anyref-bart-constant-16-32_rouge2,0.412,0.376,0.33,0.322
rouge-anyref-bart-constant-16-32_rougeL,0.45,0.411,0.381,0.345
rouge-anyref-bart-constant-16-32_rougeLsum,0.45,0.411,0.381,0.345
rouge-anyref-bart-constant-32-64_rouge1,0.474,0.426,0.422,0.36
rouge-anyref-bart-constant-32-64_rouge2,0.41,0.375,0.33,0.32
rouge-anyref-bart-constant-32-64_rougeL,0.455,0.415,0.381,0.342
rouge-anyref-bart-constant-32-64_rougeLsum,0.455,0.415,0.381,0.342
bleurt-anyref-bart-default_scores,0.44,0.43,0.358,0.35
bleurt-anyref-bart-min-0.2-0.5_scores,0.404,0.409,0.329,0.328
bleurt-anyref-bart-min-0.5-0.7_scores,0.404,0.409,0.329,0.328
bleurt-anyref-bart-mean-0.2-0.5_scores,0.404,0.409,0.329,0.328
bleurt-anyref-bart-mean-0.5-0.7_scores,0.404,0.409,0.329,0.328
bleurt-anyref-bart-constant-16-32_scores,0.404,0.41,0.329,0.331
bleurt-anyref-bart-constant-32-64_scores,0.407,0.413,0.333,0.328
bertscore-anyref-pegasus-newsroom-default_precision,0.248,0.289,0.296,0.253
bertscore-anyref-pegasus-newsroom-default_recall,0.622,0.592,0.567,0.528
bertscore-anyref-pegasus-newsroom-default_f1,0.496,0.492,0.481,0.453
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_precision,0.186,0.245,0.23,0.21
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_recall,0.594,0.582,0.536,0.509
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_f1,0.448,0.472,0.427,0.409
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_precision,0.186,0.245,0.23,0.21
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_recall,0.594,0.582,0.536,0.509
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_f1,0.448,0.472,0.427,0.409
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_precision,0.186,0.245,0.23,0.21
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_recall,0.594,0.582,0.536,0.509
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_f1,0.448,0.472,0.427,0.409
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_precision,0.186,0.245,0.23,0.21
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_recall,0.594,0.582,0.536,0.509
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_f1,0.448,0.472,0.427,0.409
bertscore-anyref-pegasus-newsroom-constant-16-32_precision,0.186,0.245,0.23,0.21
bertscore-anyref-pegasus-newsroom-constant-16-32_recall,0.594,0.58,0.535,0.508
bertscore-anyref-pegasus-newsroom-constant-16-32_f1,0.448,0.472,0.427,0.409
bertscore-anyref-pegasus-newsroom-constant-32-64_precision,0.248,0.289,0.296,0.253
bertscore-anyref-pegasus-newsroom-constant-32-64_recall,0.622,0.592,0.567,0.528
bertscore-anyref-pegasus-newsroom-constant-32-64_f1,0.496,0.492,0.481,0.453
bertscore-anyref-pegasus-cnndm-default_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-default_recall,0.668,0.577,0.616,0.568
bertscore-anyref-pegasus-cnndm-default_f1,0.527,0.483,0.524,0.49
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_recall,0.669,0.577,0.614,0.565
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_f1,0.527,0.483,0.524,0.49
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_recall,0.669,0.577,0.614,0.565
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_f1,0.527,0.483,0.524,0.49
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_recall,0.669,0.577,0.614,0.565
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_f1,0.527,0.483,0.524,0.49
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_recall,0.669,0.577,0.614,0.565
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_f1,0.527,0.483,0.524,0.49
bertscore-anyref-pegasus-cnndm-constant-16-32_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-constant-16-32_recall,0.669,0.577,0.614,0.565
bertscore-anyref-pegasus-cnndm-constant-16-32_f1,0.527,0.483,0.524,0.49
bertscore-anyref-pegasus-cnndm-constant-32-64_precision,0.253,0.278,0.33,0.301
bertscore-anyref-pegasus-cnndm-constant-32-64_recall,0.668,0.577,0.616,0.568
bertscore-anyref-pegasus-cnndm-constant-32-64_f1,0.527,0.483,0.524,0.49
rouge-anyref-pegasus-newsroom-default_rouge1,0.503,0.486,0.385,0.35
rouge-anyref-pegasus-newsroom-default_rouge2,0.444,0.425,0.356,0.289
rouge-anyref-pegasus-newsroom-default_rougeL,0.503,0.474,0.4,0.342
rouge-anyref-pegasus-newsroom-default_rougeLsum,0.503,0.474,0.4,0.342
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge1,0.411,0.425,0.314,0.276
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge2,0.399,0.404,0.309,0.263
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeL,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeLsum,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge1,0.411,0.425,0.314,0.276
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge2,0.399,0.404,0.309,0.263
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeL,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeLsum,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge1,0.411,0.425,0.314,0.276
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge2,0.399,0.404,0.309,0.263
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeL,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeLsum,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge1,0.411,0.425,0.314,0.276
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge2,0.399,0.404,0.309,0.263
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeL,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeLsum,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-constant-16-32_rouge1,0.411,0.425,0.314,0.276
rouge-anyref-pegasus-newsroom-constant-16-32_rouge2,0.399,0.404,0.309,0.263
rouge-anyref-pegasus-newsroom-constant-16-32_rougeL,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-constant-16-32_rougeLsum,0.414,0.423,0.323,0.29
rouge-anyref-pegasus-newsroom-constant-32-64_rouge1,0.503,0.486,0.385,0.35
rouge-anyref-pegasus-newsroom-constant-32-64_rouge2,0.444,0.425,0.356,0.289
rouge-anyref-pegasus-newsroom-constant-32-64_rougeL,0.503,0.474,0.4,0.342
rouge-anyref-pegasus-newsroom-constant-32-64_rougeLsum,0.503,0.474,0.4,0.342
rouge-anyref-pegasus-cnndm-default_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-default_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-default_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-default_rougeLsum,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeLsum,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeLsum,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeLsum,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeLsum,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-constant-16-32_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-constant-16-32_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-constant-16-32_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-constant-16-32_rougeLsum,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-constant-32-64_rouge1,0.58,0.515,0.495,0.414
rouge-anyref-pegasus-cnndm-constant-32-64_rouge2,0.518,0.422,0.404,0.358
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.522,0.462,0.449,0.36
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.522,0.462,0.449,0.36
bleurt-anyref-pegasus-newsroom-default_scores,0.426,0.426,0.352,0.294
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,0.418,0.409,0.337,0.27
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,0.418,0.409,0.337,0.27
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,0.418,0.409,0.337,0.27
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,0.418,0.409,0.337,0.27
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,0.418,0.409,0.337,0.27
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,0.426,0.426,0.352,0.294
bleurt-anyref-pegasus-cnndm-default_scores,0.492,0.439,0.413,0.396
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.493,0.439,0.414,0.397
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.493,0.439,0.414,0.397
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.493,0.439,0.414,0.397
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.493,0.439,0.414,0.397
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.493,0.439,0.414,0.397
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.492,0.439,0.413,0.396
bertscore-sentence-pagerank-cos-mpnet-entropy_P,0.589,0.558,0.614,0.595
bertscore-sentence-pagerank-cos-mpnet-entropy_R,0.659,0.577,0.563,0.53
bertscore-sentence-pagerank-cos-mpnet-entropy_F,0.679,0.606,0.603,0.584
bertscore-sentence-pagerank-cos-mpnet-sum_P,0.592,0.587,0.636,0.613
bertscore-sentence-pagerank-cos-mpnet-sum_R,0.679,0.598,0.613,0.596
bertscore-sentence-pagerank-cos-mpnet-sum_F,0.695,0.611,0.674,0.653
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_P,0.375,0.413,0.442,0.453
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_R,0.227,0.204,0.259,0.222
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_F,-0.08,-0.075,-0.045,-0.028
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_P,0.398,0.407,0.454,0.455
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_R,0.054,0.024,0.058,0.047
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_F,0.071,0.047,0.044,0.054
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_P,0.337,0.325,0.373,0.366
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_R,0.435,0.342,0.42,0.389
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_F,0.363,0.313,0.379,0.351
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_P,0.333,0.338,0.372,0.367
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_R,0.405,0.326,0.404,0.38
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_F,0.36,0.305,0.359,0.309
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_P,0.366,0.376,0.408,0.402
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_R,0.406,0.332,0.409,0.385
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_F,0.312,0.265,0.304,0.252
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_P,0.321,0.33,0.364,0.368
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_R,0.43,0.355,0.418,0.39
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_F,0.366,0.305,0.379,0.34
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_P,0.357,0.363,0.381,0.384
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_R,0.415,0.338,0.413,0.38
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_F,0.379,0.328,0.357,0.304
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_P,0.354,0.403,0.385,0.398
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_R,0.406,0.339,0.395,0.36
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_F,0.347,0.309,0.341,0.292
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_P,0.404,0.395,0.422,0.376
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_R,0.514,0.417,0.48,0.405
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_F,0.439,0.367,0.425,0.351
