,InformativenessRating,RelevanceRating,CoherenceRating,FluencyRating
bertscore-sentence-mnli-bart-not_neutral_R,-0.267,-0.386,-0.249,-0.224
bertscore-sentence-mnli-bart-not_neutral_F,-0.24,-0.379,-0.208,-0.18
bertscore-sentence-mnli-bart-entail_only_P,0.272,0.162,0.223,0.081
bertscore-sentence-mnli-bart-entail_only_R,0.07,-0.094,-0.223,-0.297
bertscore-sentence-mnli-bart-entail_only_F,0.076,-0.084,-0.209,-0.299
bertscore-sentence-mnli-bart-entail_contradict_P,0.343,0.248,0.288,0.135
bertscore-sentence-mnli-bart-entail_contradict_R,0.214,0.211,-0.019,-0.126
bertscore-sentence-mnli-bart-entail_contradict_F,0.094,0.18,-0.004,0.06
bertscore-sentence-mnli-deberta-xlarge-not_neutral_P,0.092,-0.007,0.172,0.12
bertscore-sentence-mnli-deberta-xlarge-not_neutral_R,-0.054,-0.263,-0.285,-0.318
bertscore-sentence-mnli-deberta-xlarge-not_neutral_F,-0.027,-0.228,-0.231,-0.262
bertscore-sentence-mnli-deberta-xlarge-entail_only_P,0.295,0.203,0.235,0.092
bertscore-sentence-mnli-deberta-xlarge-entail_only_R,0.031,-0.12,-0.309,-0.391
bertscore-sentence-mnli-deberta-xlarge-entail_only_F,0.047,-0.1,-0.298,-0.39
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_P,0.298,0.208,0.243,0.103
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_R,0.048,0.067,-0.158,-0.266
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_F,0.174,0.019,0.023,-0.067
bertscore-anyref-bart-default_precision,0.256,0.343,0.127,0.092
bertscore-anyref-bart-default_recall,0.347,0.284,0.145,0.101
bertscore-anyref-bart-default_f1,0.325,0.343,0.144,0.095
bertscore-anyref-bart-min-0.2-0.5_precision,0.253,0.365,0.156,0.103
bertscore-anyref-bart-min-0.2-0.5_recall,0.222,0.249,0.083,-0.0
bertscore-anyref-bart-min-0.2-0.5_f1,0.277,0.359,0.121,0.05
bertscore-anyref-bart-min-0.5-0.7_precision,0.253,0.365,0.156,0.103
bertscore-anyref-bart-min-0.5-0.7_recall,0.222,0.249,0.083,-0.0
bertscore-anyref-bart-min-0.5-0.7_f1,0.277,0.359,0.121,0.05
bertscore-anyref-bart-mean-0.2-0.5_precision,0.253,0.365,0.156,0.103
bertscore-anyref-bart-mean-0.2-0.5_recall,0.222,0.249,0.083,-0.0
bertscore-anyref-bart-mean-0.2-0.5_f1,0.277,0.359,0.121,0.05
bertscore-anyref-bart-mean-0.5-0.7_precision,0.253,0.365,0.156,0.103
bertscore-anyref-bart-mean-0.5-0.7_recall,0.222,0.249,0.083,-0.0
bertscore-anyref-bart-mean-0.5-0.7_f1,0.277,0.359,0.121,0.05
bertscore-anyref-bart-constant-16-32_precision,0.253,0.365,0.157,0.106
bertscore-anyref-bart-constant-16-32_recall,0.222,0.249,0.083,-0.0
bertscore-anyref-bart-constant-16-32_f1,0.277,0.359,0.121,0.05
bertscore-anyref-bart-constant-32-64_precision,0.249,0.361,0.151,0.101
bertscore-anyref-bart-constant-32-64_recall,0.227,0.255,0.084,0.004
bertscore-anyref-bart-constant-32-64_f1,0.28,0.364,0.128,0.058
rouge-anyref-bart-default_rouge1,0.203,0.264,0.044,-0.039
rouge-anyref-bart-default_rouge2,0.094,0.15,-0.067,-0.178
rouge-anyref-bart-default_rougeL,0.093,0.148,-0.052,-0.153
rouge-anyref-bart-default_rougeLsum,0.093,0.148,-0.052,-0.153
rouge-anyref-bart-min-0.2-0.5_rouge1,0.177,0.312,0.018,-0.067
rouge-anyref-bart-min-0.2-0.5_rouge2,0.119,0.234,-0.036,-0.178
rouge-anyref-bart-min-0.2-0.5_rougeL,0.11,0.208,-0.041,-0.163
rouge-anyref-bart-min-0.2-0.5_rougeLsum,0.11,0.208,-0.041,-0.163
rouge-anyref-bart-min-0.5-0.7_rouge1,0.177,0.312,0.018,-0.067
rouge-anyref-bart-min-0.5-0.7_rouge2,0.119,0.234,-0.036,-0.178
rouge-anyref-bart-min-0.5-0.7_rougeL,0.11,0.208,-0.041,-0.163
rouge-anyref-bart-min-0.5-0.7_rougeLsum,0.11,0.208,-0.041,-0.163
rouge-anyref-bart-mean-0.2-0.5_rouge1,0.177,0.312,0.018,-0.067
rouge-anyref-bart-mean-0.2-0.5_rouge2,0.119,0.234,-0.036,-0.178
rouge-anyref-bart-mean-0.2-0.5_rougeL,0.11,0.208,-0.041,-0.163
rouge-anyref-bart-mean-0.2-0.5_rougeLsum,0.11,0.208,-0.041,-0.163
rouge-anyref-bart-mean-0.5-0.7_rouge1,0.177,0.312,0.018,-0.067
rouge-anyref-bart-mean-0.5-0.7_rouge2,0.119,0.234,-0.036,-0.178
rouge-anyref-bart-mean-0.5-0.7_rougeL,0.11,0.208,-0.041,-0.163
rouge-anyref-bart-mean-0.5-0.7_rougeLsum,0.11,0.208,-0.041,-0.163
rouge-anyref-bart-constant-16-32_rouge1,0.177,0.312,0.018,-0.067
rouge-anyref-bart-constant-16-32_rouge2,0.119,0.234,-0.036,-0.178
rouge-anyref-bart-constant-16-32_rougeL,0.108,0.206,-0.043,-0.163
rouge-anyref-bart-constant-16-32_rougeLsum,0.108,0.206,-0.043,-0.163
rouge-anyref-bart-constant-32-64_rouge1,0.175,0.301,0.02,-0.066
rouge-anyref-bart-constant-32-64_rouge2,0.148,0.242,-0.005,-0.143
rouge-anyref-bart-constant-32-64_rougeL,0.126,0.212,-0.018,-0.135
rouge-anyref-bart-constant-32-64_rougeLsum,0.126,0.212,-0.018,-0.135
bleurt-anyref-bart-default_scores,0.087,0.119,-0.023,-0.165
bleurt-anyref-bart-min-0.2-0.5_scores,0.077,0.113,-0.052,-0.172
bleurt-anyref-bart-min-0.5-0.7_scores,0.077,0.113,-0.052,-0.172
bleurt-anyref-bart-mean-0.2-0.5_scores,0.077,0.113,-0.052,-0.172
bleurt-anyref-bart-mean-0.5-0.7_scores,0.077,0.113,-0.052,-0.172
bleurt-anyref-bart-constant-16-32_scores,0.077,0.113,-0.052,-0.172
bleurt-anyref-bart-constant-32-64_scores,0.097,0.131,-0.028,-0.146
bertscore-anyref-pegasus-newsroom-default_precision,0.433,0.485,0.38,0.259
bertscore-anyref-pegasus-newsroom-default_recall,0.51,0.519,0.29,0.161
bertscore-anyref-pegasus-newsroom-default_f1,0.511,0.551,0.364,0.213
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_precision,0.423,0.482,0.354,0.309
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_recall,0.607,0.503,0.376,0.233
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_f1,0.589,0.573,0.411,0.295
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_precision,0.423,0.482,0.354,0.309
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_recall,0.607,0.503,0.376,0.233
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_f1,0.589,0.573,0.411,0.295
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_precision,0.423,0.482,0.354,0.309
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_recall,0.607,0.503,0.376,0.233
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_f1,0.589,0.573,0.411,0.295
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_precision,0.423,0.482,0.354,0.309
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_recall,0.607,0.503,0.376,0.233
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_f1,0.589,0.573,0.411,0.295
bertscore-anyref-pegasus-newsroom-constant-16-32_precision,0.425,0.484,0.354,0.31
bertscore-anyref-pegasus-newsroom-constant-16-32_recall,0.606,0.503,0.375,0.234
bertscore-anyref-pegasus-newsroom-constant-16-32_f1,0.589,0.573,0.411,0.295
bertscore-anyref-pegasus-newsroom-constant-32-64_precision,0.433,0.485,0.38,0.259
bertscore-anyref-pegasus-newsroom-constant-32-64_recall,0.51,0.519,0.29,0.161
bertscore-anyref-pegasus-newsroom-constant-32-64_f1,0.511,0.551,0.364,0.213
bertscore-anyref-pegasus-cnndm-default_precision,0.361,0.46,0.179,0.154
bertscore-anyref-pegasus-cnndm-default_recall,0.305,0.316,0.127,0.11
bertscore-anyref-pegasus-cnndm-default_f1,0.378,0.451,0.168,0.145
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_precision,0.363,0.46,0.182,0.155
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_recall,0.31,0.314,0.14,0.123
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_f1,0.382,0.446,0.178,0.153
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_precision,0.363,0.46,0.182,0.155
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_recall,0.31,0.314,0.14,0.123
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_f1,0.382,0.446,0.178,0.153
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_precision,0.363,0.46,0.182,0.155
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_recall,0.31,0.314,0.14,0.123
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_f1,0.382,0.446,0.178,0.153
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_precision,0.363,0.46,0.182,0.155
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_recall,0.31,0.314,0.14,0.123
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_f1,0.382,0.446,0.178,0.153
bertscore-anyref-pegasus-cnndm-constant-16-32_precision,0.363,0.46,0.182,0.155
bertscore-anyref-pegasus-cnndm-constant-16-32_recall,0.31,0.314,0.14,0.123
bertscore-anyref-pegasus-cnndm-constant-16-32_f1,0.382,0.446,0.178,0.153
bertscore-anyref-pegasus-cnndm-constant-32-64_precision,0.361,0.46,0.179,0.154
bertscore-anyref-pegasus-cnndm-constant-32-64_recall,0.305,0.316,0.127,0.11
bertscore-anyref-pegasus-cnndm-constant-32-64_f1,0.378,0.451,0.168,0.145
rouge-anyref-pegasus-newsroom-default_rouge1,0.367,0.369,0.312,0.074
rouge-anyref-pegasus-newsroom-default_rouge2,0.347,0.367,0.287,0.075
rouge-anyref-pegasus-newsroom-default_rougeL,0.345,0.342,0.275,0.045
rouge-anyref-pegasus-newsroom-default_rougeLsum,0.345,0.342,0.275,0.045
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge1,0.375,0.409,0.271,0.127
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge2,0.359,0.384,0.245,0.094
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeL,0.374,0.394,0.243,0.093
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeLsum,0.374,0.394,0.243,0.093
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge1,0.375,0.409,0.271,0.127
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge2,0.359,0.384,0.245,0.094
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeL,0.374,0.394,0.243,0.093
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeLsum,0.374,0.394,0.243,0.093
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge1,0.375,0.409,0.271,0.127
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge2,0.359,0.384,0.245,0.094
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeL,0.374,0.394,0.243,0.093
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeLsum,0.374,0.394,0.243,0.093
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge1,0.375,0.409,0.271,0.127
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge2,0.359,0.384,0.245,0.094
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeL,0.374,0.394,0.243,0.093
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeLsum,0.374,0.394,0.243,0.093
rouge-anyref-pegasus-newsroom-constant-16-32_rouge1,0.375,0.409,0.271,0.127
rouge-anyref-pegasus-newsroom-constant-16-32_rouge2,0.359,0.384,0.245,0.094
rouge-anyref-pegasus-newsroom-constant-16-32_rougeL,0.371,0.391,0.24,0.09
rouge-anyref-pegasus-newsroom-constant-16-32_rougeLsum,0.371,0.391,0.24,0.09
rouge-anyref-pegasus-newsroom-constant-32-64_rouge1,0.367,0.369,0.312,0.074
rouge-anyref-pegasus-newsroom-constant-32-64_rouge2,0.347,0.367,0.287,0.075
rouge-anyref-pegasus-newsroom-constant-32-64_rougeL,0.345,0.342,0.275,0.045
rouge-anyref-pegasus-newsroom-constant-32-64_rougeLsum,0.345,0.342,0.275,0.045
rouge-anyref-pegasus-cnndm-default_rouge1,0.237,0.373,0.159,-0.039
rouge-anyref-pegasus-cnndm-default_rouge2,0.213,0.291,0.148,-0.055
rouge-anyref-pegasus-cnndm-default_rougeL,0.214,0.321,0.137,-0.074
rouge-anyref-pegasus-cnndm-default_rougeLsum,0.214,0.321,0.137,-0.074
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge1,0.232,0.371,0.152,-0.048
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge2,0.215,0.289,0.15,-0.052
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeL,0.215,0.319,0.139,-0.071
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeLsum,0.215,0.319,0.139,-0.071
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge1,0.232,0.371,0.152,-0.048
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge2,0.215,0.289,0.15,-0.052
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeL,0.215,0.319,0.139,-0.071
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeLsum,0.215,0.319,0.139,-0.071
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge1,0.232,0.371,0.152,-0.048
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge2,0.215,0.289,0.15,-0.052
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeL,0.215,0.319,0.139,-0.071
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeLsum,0.215,0.319,0.139,-0.071
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge1,0.232,0.371,0.152,-0.048
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge2,0.215,0.289,0.15,-0.052
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeL,0.215,0.319,0.139,-0.071
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeLsum,0.215,0.319,0.139,-0.071
rouge-anyref-pegasus-cnndm-constant-16-32_rouge1,0.232,0.371,0.152,-0.048
rouge-anyref-pegasus-cnndm-constant-16-32_rouge2,0.215,0.289,0.15,-0.052
rouge-anyref-pegasus-cnndm-constant-16-32_rougeL,0.215,0.319,0.139,-0.071
rouge-anyref-pegasus-cnndm-constant-16-32_rougeLsum,0.215,0.319,0.139,-0.071
rouge-anyref-pegasus-cnndm-constant-32-64_rouge1,0.237,0.373,0.159,-0.039
rouge-anyref-pegasus-cnndm-constant-32-64_rouge2,0.213,0.291,0.148,-0.055
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.214,0.321,0.137,-0.074
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.214,0.321,0.137,-0.074
bleurt-anyref-pegasus-newsroom-default_scores,0.26,0.267,0.183,-0.006
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,0.348,0.318,0.211,0.046
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,0.348,0.318,0.211,0.046
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,0.348,0.318,0.211,0.046
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,0.348,0.318,0.211,0.046
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,0.346,0.316,0.21,0.046
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,0.26,0.267,0.183,-0.006
bleurt-anyref-pegasus-cnndm-default_scores,0.082,0.063,-0.083,-0.221
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.085,0.062,-0.078,-0.218
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.085,0.062,-0.078,-0.218
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.085,0.062,-0.078,-0.218
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.085,0.062,-0.078,-0.218
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.085,0.062,-0.078,-0.218
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.082,0.063,-0.083,-0.221
bertscore-sentence-pagerank-cos-mpnet-entropy_P,0.569,0.597,0.381,0.451
bertscore-sentence-pagerank-cos-mpnet-entropy_R,0.322,0.275,-0.044,-0.088
bertscore-sentence-pagerank-cos-mpnet-entropy_F,0.353,0.346,0.019,-0.004
bertscore-sentence-pagerank-cos-mpnet-sum_P,0.578,0.601,0.406,0.447
bertscore-sentence-pagerank-cos-mpnet-sum_R,0.316,0.284,-0.023,-0.071
bertscore-sentence-pagerank-cos-mpnet-sum_F,0.43,0.407,0.054,0.037
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_P,0.391,0.246,0.327,0.202
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_R,-0.022,0.03,-0.064,-0.055
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_F,0.092,-0.01,0.155,0.061
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_P,0.106,0.084,0.124,0.092
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_R,-0.056,0.004,-0.022,-0.045
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_F,-0.269,-0.394,-0.387,-0.359
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_P,0.15,0.061,-0.054,-0.249
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_R,0.019,-0.143,-0.107,-0.284
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_F,0.064,-0.106,-0.015,-0.248
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_P,0.245,0.124,-0.022,-0.186
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_R,-0.025,-0.181,-0.148,-0.295
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_F,0.092,-0.067,-0.071,-0.192
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_P,0.269,0.149,0.027,-0.124
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_R,-0.079,-0.169,-0.242,-0.377
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_F,-0.121,-0.2,-0.233,-0.341
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_P,0.18,0.046,0.21,0.001
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_R,0.01,-0.11,-0.257,-0.402
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_F,0.181,-0.008,-0.095,-0.212
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_P,0.298,0.09,0.223,0.025
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_R,-0.059,-0.102,-0.264,-0.42
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_F,-0.02,-0.003,-0.188,-0.334
