,litepyramid_recall
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_recall,0.156
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_f1,0.16
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_precision,0.15
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_recall,0.156
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_f1,0.16
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_precision,0.15
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_recall,0.156
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_f1,0.16
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_precision,0.15
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_recall,0.156
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_f1,0.16
bertscore-anyref-pegasus-newsroom-constant-16-32_precision,0.15
bertscore-anyref-pegasus-newsroom-constant-16-32_recall,0.156
bertscore-anyref-pegasus-newsroom-constant-16-32_f1,0.159
bertscore-anyref-pegasus-newsroom-constant-32-64_precision,0.156
bertscore-anyref-pegasus-newsroom-constant-32-64_recall,0.16
bertscore-anyref-pegasus-newsroom-constant-32-64_f1,0.164
bertscore-anyref-pegasus-cnndm-default_precision,0.267
bertscore-anyref-pegasus-cnndm-default_recall,0.299
bertscore-anyref-pegasus-cnndm-default_f1,0.307
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_precision,0.267
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_recall,0.299
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_f1,0.307
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_precision,0.267
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_recall,0.299
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_f1,0.307
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_precision,0.267
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_recall,0.299
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_f1,0.307
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_precision,0.267
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_recall,0.299
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_f1,0.307
bertscore-anyref-pegasus-cnndm-constant-16-32_precision,0.267
bertscore-anyref-pegasus-cnndm-constant-16-32_recall,0.299
bertscore-anyref-pegasus-cnndm-constant-16-32_f1,0.307
bertscore-anyref-pegasus-cnndm-constant-32-64_precision,0.267
bertscore-anyref-pegasus-cnndm-constant-32-64_recall,0.299
bertscore-anyref-pegasus-cnndm-constant-32-64_f1,0.307
rouge-anyref-pegasus-newsroom-default_rouge1,0.205
rouge-anyref-pegasus-newsroom-default_rouge2,0.219
rouge-anyref-pegasus-newsroom-default_rougeL,0.239
rouge-anyref-pegasus-newsroom-default_rougeLsum,0.239
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge1,0.17
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge2,0.195
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeL,0.2
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeLsum,0.2
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge1,0.17
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge2,0.195
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeL,0.2
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeLsum,0.2
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge1,0.17
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge2,0.195
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeL,0.2
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeLsum,0.2
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge1,0.17
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge2,0.195
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeL,0.2
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeLsum,0.2
rouge-anyref-pegasus-newsroom-constant-16-32_rouge1,0.172
rouge-anyref-pegasus-newsroom-constant-16-32_rouge2,0.195
rouge-anyref-pegasus-newsroom-constant-16-32_rougeL,0.203
rouge-anyref-pegasus-newsroom-constant-16-32_rougeLsum,0.203
rouge-anyref-pegasus-newsroom-constant-32-64_rouge1,0.205
rouge-anyref-pegasus-newsroom-constant-32-64_rouge2,0.219
rouge-anyref-pegasus-newsroom-constant-32-64_rougeL,0.239
rouge-anyref-pegasus-newsroom-constant-32-64_rougeLsum,0.239
rouge-anyref-pegasus-cnndm-default_rouge1,0.358
rouge-anyref-pegasus-cnndm-default_rouge2,0.325
rouge-anyref-pegasus-cnndm-default_rougeL,0.295
rouge-anyref-pegasus-cnndm-default_rougeLsum,0.295
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge1,0.358
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge2,0.325
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeL,0.295
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeLsum,0.295
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge1,0.358
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge2,0.325
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeL,0.295
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeLsum,0.295
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge1,0.358
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge2,0.325
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeL,0.295
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeLsum,0.295
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge1,0.358
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge2,0.325
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeL,0.295
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeLsum,0.295
rouge-anyref-pegasus-cnndm-constant-16-32_rouge1,0.358
rouge-anyref-pegasus-cnndm-constant-16-32_rouge2,0.325
rouge-anyref-pegasus-cnndm-constant-16-32_rougeL,0.295
rouge-anyref-pegasus-cnndm-constant-16-32_rougeLsum,0.295
rouge-anyref-pegasus-cnndm-constant-32-64_rouge1,0.358
rouge-anyref-pegasus-cnndm-constant-32-64_rouge2,0.325
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.295
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.295
bleurt-anyref-pegasus-newsroom-default_scores,0.275
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,0.255
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,0.255
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,0.255
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,0.255
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,0.254
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,0.275
bleurt-anyref-pegasus-cnndm-default_scores,0.285
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.285
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.285
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.285
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.285
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.285
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.285
bertscore-sentence-pagerank-cos-mpnet-entropy_P,0.012
bertscore-sentence-pagerank-cos-mpnet-entropy_R,0.166
bertscore-sentence-pagerank-cos-mpnet-entropy_F,0.153
bertscore-sentence-pagerank-cos-mpnet-sum_P,0.165
bertscore-sentence-pagerank-cos-mpnet-sum_R,0.181
bertscore-sentence-pagerank-cos-mpnet-sum_F,0.201
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_P,0.265
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_R,-0.063
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_F,-0.007
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_P,0.115
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_R,0.134
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_F,-0.022
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_P,0.291
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_R,0.269
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_F,0.285
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_P,0.278
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_R,0.167
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_F,0.103
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_P,0.198
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_R,0.095
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_F,0.122
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_P,0.132
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_R,0.22
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_F,0.025
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_P,0.118
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_R,0.111
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_F,0.013
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_P,0.172
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_R,0.117
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_F,-0.118
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_P,0.318
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_R,0.286
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_F,0.228
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_P,0.288
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_R,0.236
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_F,0.202
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_P,0.295
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_R,0.202
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_F,0.146
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_P,0.163
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_R,0.241
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_F,0.152
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_P,0.185
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_R,0.179
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_F,0.234
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_P,0.277
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_R,0.202
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_F,0.253
bertscore-sentence-mnli-deberta-large-not_neutral_P,0.079
bertscore-sentence-mnli-deberta-large-not_neutral_R,0.068
bertscore-sentence-mnli-deberta-large-not_neutral_F,0.074
bertscore-sentence-mnli-deberta-large-entail_only_P,0.309
bertscore-sentence-mnli-deberta-large-entail_only_R,0.192
bertscore-sentence-mnli-deberta-large-entail_only_F,0.235
bertscore-sentence-mnli-deberta-large-entail_contradict_P,0.314
bertscore-sentence-mnli-deberta-large-entail_contradict_R,0.173
bertscore-sentence-mnli-deberta-large-entail_contradict_F,0.074
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_P,0.359
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_R,0.288
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_F,0.349
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_P,0.344
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_R,0.231
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_F,0.191
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_P,0.337
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_R,0.175
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_F,0.066
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_P,0.24
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_R,0.25
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_F,0.311
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_P,0.274
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_R,0.169
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_F,0.178
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_P,0.328
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_R,0.189
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_F,0.042
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_P,0.094
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_R,-0.017
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_F,0.075
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_P,0.118
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_R,-0.04
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_F,0.062
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_P,0.111
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_R,0.161
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_F,0.141
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_P,0.095
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_R,0.162
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_F,0.13
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_P,0.095
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_R,0.162
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_F,0.13
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.095
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.162
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.13
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.095
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.162
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.13
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_P,0.104
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_R,0.176
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_F,0.143
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_P,0.111
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_R,0.161
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_F,0.141
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_P,0.186
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_R,0.057
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_F,0.14
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_P,0.186
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_R,0.057
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_F,0.14
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_P,0.186
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_R,0.057
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_F,0.14
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.186
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.057
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.14
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.186
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.057
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.14
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_P,0.186
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_R,0.057
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_F,0.14
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_P,0.186
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_R,0.057
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_F,0.14
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_P,0.118
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_R,0.173
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_F,0.147
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_P,0.109
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_R,0.192
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_F,0.148
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_P,0.109
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.192
