,litepyramid_recall
bertscore-anyref-bart-mean-0.2-0.5_f1,0.24
bertscore-anyref-bart-mean-0.5-0.7_precision,0.174
bertscore-anyref-bart-mean-0.5-0.7_recall,0.241
bertscore-anyref-bart-mean-0.5-0.7_f1,0.24
bertscore-anyref-bart-constant-16-32_precision,0.174
bertscore-anyref-bart-constant-16-32_recall,0.241
bertscore-anyref-bart-constant-16-32_f1,0.24
bertscore-anyref-bart-constant-32-64_precision,0.174
bertscore-anyref-bart-constant-32-64_recall,0.241
bertscore-anyref-bart-constant-32-64_f1,0.24
rouge-anyref-bart-default_rouge1,0.208
rouge-anyref-bart-default_rouge2,0.24
rouge-anyref-bart-default_rougeL,0.242
rouge-anyref-bart-default_rougeLsum,0.242
rouge-anyref-bart-min-0.2-0.5_rouge1,0.209
rouge-anyref-bart-min-0.2-0.5_rouge2,0.238
rouge-anyref-bart-min-0.2-0.5_rougeL,0.242
rouge-anyref-bart-min-0.2-0.5_rougeLsum,0.242
rouge-anyref-bart-min-0.5-0.7_rouge1,0.209
rouge-anyref-bart-min-0.5-0.7_rouge2,0.238
rouge-anyref-bart-min-0.5-0.7_rougeL,0.242
rouge-anyref-bart-min-0.5-0.7_rougeLsum,0.242
rouge-anyref-bart-mean-0.2-0.5_rouge1,0.209
rouge-anyref-bart-mean-0.2-0.5_rouge2,0.238
rouge-anyref-bart-mean-0.2-0.5_rougeL,0.242
rouge-anyref-bart-mean-0.2-0.5_rougeLsum,0.242
rouge-anyref-bart-mean-0.5-0.7_rouge1,0.209
rouge-anyref-bart-mean-0.5-0.7_rouge2,0.238
rouge-anyref-bart-mean-0.5-0.7_rougeL,0.242
rouge-anyref-bart-mean-0.5-0.7_rougeLsum,0.242
rouge-anyref-bart-constant-16-32_rouge1,0.209
rouge-anyref-bart-constant-16-32_rouge2,0.238
rouge-anyref-bart-constant-16-32_rougeL,0.242
rouge-anyref-bart-constant-16-32_rougeLsum,0.242
rouge-anyref-bart-constant-32-64_rouge1,0.209
rouge-anyref-bart-constant-32-64_rouge2,0.238
rouge-anyref-bart-constant-32-64_rougeL,0.242
rouge-anyref-bart-constant-32-64_rougeLsum,0.242
bleurt-anyref-bart-default_scores,0.271
bleurt-anyref-bart-min-0.2-0.5_scores,0.27
bleurt-anyref-bart-min-0.5-0.7_scores,0.27
bleurt-anyref-bart-mean-0.2-0.5_scores,0.27
bleurt-anyref-bart-mean-0.5-0.7_scores,0.27
bleurt-anyref-bart-constant-16-32_scores,0.27
bleurt-anyref-bart-constant-32-64_scores,0.27
bertscore-anyref-pegasus-newsroom-default_precision,-0.063
bertscore-anyref-pegasus-newsroom-default_recall,-0.019
bertscore-anyref-pegasus-newsroom-default_f1,-0.033
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_precision,-0.022
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_recall,0.026
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_f1,-0.007
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_precision,-0.022
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_recall,0.026
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_f1,-0.007
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_precision,-0.022
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_recall,0.026
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_f1,-0.007
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_precision,-0.022
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_recall,0.026
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_f1,-0.007
bertscore-anyref-pegasus-newsroom-constant-16-32_precision,-0.054
bertscore-anyref-pegasus-newsroom-constant-16-32_recall,0.018
bertscore-anyref-pegasus-newsroom-constant-16-32_f1,-0.023
bertscore-anyref-pegasus-newsroom-constant-32-64_precision,-0.063
bertscore-anyref-pegasus-newsroom-constant-32-64_recall,-0.019
bertscore-anyref-pegasus-newsroom-constant-32-64_f1,-0.033
bertscore-anyref-pegasus-cnndm-default_precision,0.249
bertscore-anyref-pegasus-cnndm-default_recall,0.068
bertscore-anyref-pegasus-cnndm-default_f1,0.179
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_precision,0.249
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_recall,0.068
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_f1,0.179
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_precision,0.249
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_recall,0.068
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_f1,0.179
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_precision,0.249
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_recall,0.068
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_f1,0.179
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_precision,0.249
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_recall,0.068
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_f1,0.179
bertscore-anyref-pegasus-cnndm-constant-16-32_precision,0.249
bertscore-anyref-pegasus-cnndm-constant-16-32_recall,0.068
bertscore-anyref-pegasus-cnndm-constant-16-32_f1,0.179
bertscore-anyref-pegasus-cnndm-constant-32-64_precision,0.249
bertscore-anyref-pegasus-cnndm-constant-32-64_recall,0.068
bertscore-anyref-pegasus-cnndm-constant-32-64_f1,0.179
rouge-anyref-pegasus-newsroom-default_rouge1,-0.088
rouge-anyref-pegasus-newsroom-default_rouge2,-0.073
rouge-anyref-pegasus-newsroom-default_rougeL,-0.066
rouge-anyref-pegasus-newsroom-default_rougeLsum,-0.066
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge1,-0.051
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge2,-0.038
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeL,-0.018
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeLsum,-0.018
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge1,-0.051
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge2,-0.038
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeL,-0.018
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeLsum,-0.018
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge1,-0.051
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge2,-0.038
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeL,-0.018
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeLsum,-0.018
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge1,-0.051
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge2,-0.038
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeL,-0.018
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeLsum,-0.018
rouge-anyref-pegasus-newsroom-constant-16-32_rouge1,-0.085
rouge-anyref-pegasus-newsroom-constant-16-32_rouge2,-0.062
rouge-anyref-pegasus-newsroom-constant-16-32_rougeL,-0.053
rouge-anyref-pegasus-newsroom-constant-16-32_rougeLsum,-0.053
rouge-anyref-pegasus-newsroom-constant-32-64_rouge1,-0.088
rouge-anyref-pegasus-newsroom-constant-32-64_rouge2,-0.073
rouge-anyref-pegasus-newsroom-constant-32-64_rougeL,-0.066
rouge-anyref-pegasus-newsroom-constant-32-64_rougeLsum,-0.066
rouge-anyref-pegasus-cnndm-default_rouge1,0.264
rouge-anyref-pegasus-cnndm-default_rouge2,0.215
rouge-anyref-pegasus-cnndm-default_rougeL,0.241
rouge-anyref-pegasus-cnndm-default_rougeLsum,0.241
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge1,0.264
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge2,0.215
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeL,0.241
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeLsum,0.241
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge1,0.264
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge2,0.215
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeL,0.241
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeLsum,0.241
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge1,0.264
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge2,0.215
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeL,0.241
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeLsum,0.241
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge1,0.264
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge2,0.215
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeL,0.241
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeLsum,0.241
rouge-anyref-pegasus-cnndm-constant-16-32_rouge1,0.264
rouge-anyref-pegasus-cnndm-constant-16-32_rouge2,0.215
rouge-anyref-pegasus-cnndm-constant-16-32_rougeL,0.241
rouge-anyref-pegasus-cnndm-constant-16-32_rougeLsum,0.241
rouge-anyref-pegasus-cnndm-constant-32-64_rouge1,0.264
rouge-anyref-pegasus-cnndm-constant-32-64_rouge2,0.215
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.241
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.241
bleurt-anyref-pegasus-newsroom-default_scores,-0.012
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,0.016
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,0.016
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,0.016
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,0.016
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,-0.005
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,-0.012
bleurt-anyref-pegasus-cnndm-default_scores,0.156
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.156
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.156
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.156
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.156
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.156
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.156
bertscore-sentence-pagerank-cos-mpnet-entropy_P,-0.013
bertscore-sentence-pagerank-cos-mpnet-entropy_R,0.22
bertscore-sentence-pagerank-cos-mpnet-entropy_F,0.205
bertscore-sentence-pagerank-cos-mpnet-sum_P,-0.02
bertscore-sentence-pagerank-cos-mpnet-sum_R,0.22
bertscore-sentence-pagerank-cos-mpnet-sum_F,0.222
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_P,0.021
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_R,0.073
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_F,-0.039
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_P,0.051
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_R,-0.046
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_F,0.067
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_P,0.077
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_R,-0.067
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_F,-0.011
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_P,-0.043
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_R,-0.22
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_F,-0.243
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_P,-0.099
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_R,-0.193
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_F,-0.192
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_P,-0.159
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_R,0.091
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_F,0.041
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_P,-0.211
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_R,0.059
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_F,0.05
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_P,-0.164
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_R,0.024
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_F,-0.002
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_P,0.2
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_R,-0.013
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_F,0.092
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_P,0.05
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_R,-0.15
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_F,-0.112
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_P,0.051
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_R,-0.043
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_F,-0.035
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_P,-0.046
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_R,0.219
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_F,0.214
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_P,-0.062
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_R,0.217
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_F,0.204
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_P,-0.004
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_R,0.209
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_F,0.207
bertscore-sentence-mnli-deberta-large-not_neutral_P,-0.088
bertscore-sentence-mnli-deberta-large-not_neutral_R,0.014
bertscore-sentence-mnli-deberta-large-not_neutral_F,0.015
bertscore-sentence-mnli-deberta-large-entail_only_P,0.01
bertscore-sentence-mnli-deberta-large-entail_only_R,0.131
bertscore-sentence-mnli-deberta-large-entail_only_F,0.13
bertscore-sentence-mnli-deberta-large-entail_contradict_P,0.014
bertscore-sentence-mnli-deberta-large-entail_contradict_R,0.168
bertscore-sentence-mnli-deberta-large-entail_contradict_F,0.15
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_P,0.196
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_R,-0.012
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_F,0.079
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_P,0.052
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_R,-0.114
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_F,-0.078
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_P,0.038
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_R,-0.018
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_F,-0.033
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_P,-0.035
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_R,0.209
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_F,0.209
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_P,-0.045
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_R,0.185
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_F,0.15
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_P,-0.002
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_R,0.187
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_F,0.161
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_P,0.004
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_R,-0.012
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_F,-0.044
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_P,0.061
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_R,0.275
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_F,-0.015
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_P,-0.012
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_R,-0.058
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_F,-0.013
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_P,0.022
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_R,0.017
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_F,0.036
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_P,0.022
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_R,0.017
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_F,0.036
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.022
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.017
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.036
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.022
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.017
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.036
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_P,-0.003
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_R,-0.0
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_F,0.013
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_P,-0.012
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_R,-0.058
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_F,-0.013
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_F,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_F,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_F,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_F,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_F,0.114
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_P,-0.038
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_R,-0.056
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_F,-0.029
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_P,-0.005
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_R,0.012
