,InformativenessRating,RelevanceRating,CoherenceRating,FluencyRating
rouge-topp-0.2_rougeLsum,0.133,0.073,-0.085,-0.135
rouge-topp-0.5_rouge1,0.09,0.059,-0.158,-0.223
rouge-topp-0.5_rouge2,0.129,0.094,-0.109,-0.172
rouge-topp-0.5_rougeL,0.093,0.077,-0.145,-0.216
rouge-topp-0.5_rougeLsum,0.093,0.077,-0.145,-0.216
rouge-topp-0.7_rouge1,0.104,0.076,-0.145,-0.206
rouge-topp-0.7_rouge2,0.116,0.091,-0.134,-0.193
rouge-topp-0.7_rougeL,0.101,0.069,-0.153,-0.222
rouge-topp-0.7_rougeLsum,0.101,0.069,-0.153,-0.222
bleurt_scores,0.22,0.299,0.027,-0.042
bleurt-topk-5_scores,0.133,0.14,-0.012,-0.104
bleurt-topk-10_scores,0.195,0.226,-0.023,-0.087
bleurt-topk-20_scores,0.223,0.296,0.031,-0.046
bleurt-topp-0.2_scores,0.185,0.212,0.034,-0.079
bleurt-topp-0.5_scores,0.196,0.226,0.007,-0.059
bleurt-topp-0.7_scores,0.202,0.25,0.014,-0.057
bertscore-anyref-pegasus-large_precision,0.39,0.193,0.279,0.238
bertscore-anyref-pegasus-large_recall,0.283,0.176,0.109,0.037
bertscore-anyref-pegasus-large_f1,0.359,0.192,0.184,0.13
rouge-anyref-pegasus-large_rouge1,0.338,0.122,0.173,0.066
rouge-anyref-pegasus-large_rouge2,0.311,0.075,0.138,0.063
rouge-anyref-pegasus-large_rougeL,0.324,0.09,0.144,0.061
rouge-anyref-pegasus-large_rougeLsum,0.324,0.09,0.144,0.061
bleurt-anyref-pegasus-large_scores,0.257,0.162,0.129,0.053
bertscore-sentence-mnli-roberta-not_neutral_P,0.062,0.101,0.116,0.13
bertscore-sentence-mnli-roberta-not_neutral_R,-0.035,-0.092,-0.128,-0.153
bertscore-sentence-mnli-roberta-not_neutral_F,0.021,-0.051,-0.082,-0.099
bertscore-sentence-mnli-roberta-entail_only_P,0.117,0.098,0.067,-0.042
bertscore-sentence-mnli-roberta-entail_only_R,-0.07,-0.138,-0.219,-0.321
bertscore-sentence-mnli-roberta-entail_only_F,-0.048,-0.129,-0.192,-0.293
bertscore-sentence-mnli-roberta-entail_contradict_P,0.136,0.126,0.088,-0.015
bertscore-sentence-mnli-roberta-entail_contradict_R,-0.07,-0.126,-0.184,-0.277
bertscore-sentence-mnli-roberta-entail_contradict_F,-0.094,-0.125,-0.205,-0.265
bertscore-sentence-mnli-bart-not_neutral_P,-0.062,-0.124,0.059,0.041
bertscore-sentence-mnli-bart-not_neutral_R,-0.172,-0.274,-0.166,-0.158
bertscore-sentence-mnli-bart-not_neutral_F,-0.151,-0.268,-0.144,-0.127
bertscore-sentence-mnli-bart-entail_only_P,0.186,0.117,0.141,0.045
bertscore-sentence-mnli-bart-entail_only_R,0.046,-0.066,-0.153,-0.216
bertscore-sentence-mnli-bart-entail_only_F,0.054,-0.057,-0.14,-0.209
bertscore-sentence-mnli-bart-entail_contradict_P,0.244,0.173,0.189,0.088
bertscore-sentence-mnli-bart-entail_contradict_R,0.151,0.145,-0.017,-0.087
bertscore-sentence-mnli-bart-entail_contradict_F,0.078,0.138,0.001,0.032
bertscore-sentence-mnli-deberta-xlarge-not_neutral_P,0.061,-0.004,0.114,0.081
bertscore-sentence-mnli-deberta-xlarge-not_neutral_R,-0.045,-0.177,-0.197,-0.226
bertscore-sentence-mnli-deberta-xlarge-not_neutral_F,-0.02,-0.158,-0.156,-0.18
bertscore-sentence-mnli-deberta-xlarge-entail_only_P,0.204,0.14,0.17,0.067
bertscore-sentence-mnli-deberta-xlarge-entail_only_R,0.009,-0.076,-0.216,-0.265
bertscore-sentence-mnli-deberta-xlarge-entail_only_F,0.031,-0.066,-0.206,-0.263
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_P,0.204,0.142,0.166,0.069
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_R,0.025,0.042,-0.102,-0.174
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_F,0.115,-0.002,0.019,-0.045
bertscore-anyref-bart-default_precision,0.183,0.245,0.091,0.067
bertscore-anyref-bart-default_recall,0.243,0.201,0.096,0.077
bertscore-anyref-bart-default_f1,0.228,0.236,0.094,0.073
bertscore-anyref-bart-min-0.2-0.5_precision,0.175,0.252,0.116,0.077
bertscore-anyref-bart-min-0.2-0.5_recall,0.162,0.166,0.053,0.001
bertscore-anyref-bart-min-0.2-0.5_f1,0.191,0.247,0.097,0.051
bertscore-anyref-bart-min-0.5-0.7_precision,0.175,0.252,0.116,0.077
bertscore-anyref-bart-min-0.5-0.7_recall,0.162,0.166,0.053,0.001
bertscore-anyref-bart-min-0.5-0.7_f1,0.191,0.247,0.097,0.051
bertscore-anyref-bart-mean-0.2-0.5_precision,0.175,0.252,0.116,0.077
bertscore-anyref-bart-mean-0.2-0.5_recall,0.162,0.166,0.053,0.001
bertscore-anyref-bart-mean-0.2-0.5_f1,0.191,0.247,0.097,0.051
bertscore-anyref-bart-mean-0.5-0.7_precision,0.175,0.252,0.116,0.077
bertscore-anyref-bart-mean-0.5-0.7_recall,0.162,0.166,0.053,0.001
bertscore-anyref-bart-mean-0.5-0.7_f1,0.191,0.247,0.097,0.051
bertscore-anyref-bart-constant-16-32_precision,0.176,0.251,0.117,0.078
bertscore-anyref-bart-constant-16-32_recall,0.162,0.166,0.053,0.001
bertscore-anyref-bart-constant-16-32_f1,0.191,0.247,0.097,0.051
bertscore-anyref-bart-constant-32-64_precision,0.172,0.25,0.114,0.074
bertscore-anyref-bart-constant-32-64_recall,0.165,0.172,0.054,0.005
bertscore-anyref-bart-constant-32-64_f1,0.193,0.25,0.099,0.053
rouge-anyref-bart-default_rouge1,0.129,0.184,0.025,-0.03
rouge-anyref-bart-default_rouge2,0.074,0.109,-0.042,-0.117
rouge-anyref-bart-default_rougeL,0.062,0.11,-0.036,-0.107
rouge-anyref-bart-default_rougeLsum,0.062,0.11,-0.036,-0.107
rouge-anyref-bart-min-0.2-0.5_rouge1,0.115,0.217,0.018,-0.038
rouge-anyref-bart-min-0.2-0.5_rouge2,0.092,0.156,-0.021,-0.116
rouge-anyref-bart-min-0.2-0.5_rougeL,0.085,0.147,-0.015,-0.105
rouge-anyref-bart-min-0.2-0.5_rougeLsum,0.085,0.147,-0.015,-0.105
rouge-anyref-bart-min-0.5-0.7_rouge1,0.115,0.217,0.018,-0.038
rouge-anyref-bart-min-0.5-0.7_rouge2,0.092,0.156,-0.021,-0.116
rouge-anyref-bart-min-0.5-0.7_rougeL,0.085,0.147,-0.015,-0.105
rouge-anyref-bart-min-0.5-0.7_rougeLsum,0.085,0.147,-0.015,-0.105
rouge-anyref-bart-mean-0.2-0.5_rouge1,0.115,0.217,0.018,-0.038
rouge-anyref-bart-mean-0.2-0.5_rouge2,0.092,0.156,-0.021,-0.116
rouge-anyref-bart-mean-0.2-0.5_rougeL,0.085,0.147,-0.015,-0.105
rouge-anyref-bart-mean-0.2-0.5_rougeLsum,0.085,0.147,-0.015,-0.105
rouge-anyref-bart-mean-0.5-0.7_rouge1,0.115,0.217,0.018,-0.038
rouge-anyref-bart-mean-0.5-0.7_rouge2,0.092,0.156,-0.021,-0.116
rouge-anyref-bart-mean-0.5-0.7_rougeL,0.085,0.147,-0.015,-0.105
rouge-anyref-bart-mean-0.5-0.7_rougeLsum,0.085,0.147,-0.015,-0.105
rouge-anyref-bart-constant-16-32_rouge1,0.115,0.217,0.018,-0.038
rouge-anyref-bart-constant-16-32_rouge2,0.092,0.156,-0.021,-0.116
rouge-anyref-bart-constant-16-32_rougeL,0.083,0.145,-0.018,-0.105
rouge-anyref-bart-constant-16-32_rougeLsum,0.083,0.145,-0.018,-0.105
rouge-anyref-bart-constant-32-64_rouge1,0.113,0.212,0.017,-0.041
rouge-anyref-bart-constant-32-64_rouge2,0.112,0.163,-0.001,-0.09
rouge-anyref-bart-constant-32-64_rougeL,0.093,0.145,0.001,-0.083
rouge-anyref-bart-constant-32-64_rougeLsum,0.093,0.145,0.001,-0.083
bleurt-anyref-bart-default_scores,0.078,0.096,-0.01,-0.107
bleurt-anyref-bart-min-0.2-0.5_scores,0.067,0.081,-0.038,-0.11
bleurt-anyref-bart-min-0.5-0.7_scores,0.067,0.081,-0.038,-0.11
bleurt-anyref-bart-mean-0.2-0.5_scores,0.067,0.081,-0.038,-0.11
bleurt-anyref-bart-mean-0.5-0.7_scores,0.067,0.081,-0.038,-0.11
bleurt-anyref-bart-constant-16-32_scores,0.067,0.081,-0.038,-0.11
bleurt-anyref-bart-constant-32-64_scores,0.081,0.092,-0.025,-0.094
bertscore-anyref-pegasus-newsroom-default_precision,0.307,0.339,0.269,0.186
bertscore-anyref-pegasus-newsroom-default_recall,0.344,0.364,0.178,0.104
bertscore-anyref-pegasus-newsroom-default_f1,0.362,0.379,0.241,0.138
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_precision,0.298,0.317,0.244,0.209
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_recall,0.426,0.353,0.237,0.148
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_f1,0.415,0.388,0.264,0.2
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_precision,0.298,0.317,0.244,0.209
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_recall,0.426,0.353,0.237,0.148
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_f1,0.415,0.388,0.264,0.2
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_precision,0.298,0.317,0.244,0.209
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_recall,0.426,0.353,0.237,0.148
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_f1,0.415,0.388,0.264,0.2
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_precision,0.298,0.317,0.244,0.209
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_recall,0.426,0.353,0.237,0.148
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_f1,0.415,0.388,0.264,0.2
bertscore-anyref-pegasus-newsroom-constant-16-32_precision,0.299,0.319,0.245,0.21
bertscore-anyref-pegasus-newsroom-constant-16-32_recall,0.425,0.354,0.236,0.149
bertscore-anyref-pegasus-newsroom-constant-16-32_f1,0.415,0.388,0.264,0.2
bertscore-anyref-pegasus-newsroom-constant-32-64_precision,0.307,0.339,0.269,0.186
bertscore-anyref-pegasus-newsroom-constant-32-64_recall,0.344,0.364,0.178,0.104
bertscore-anyref-pegasus-newsroom-constant-32-64_f1,0.362,0.379,0.241,0.138
bertscore-anyref-pegasus-cnndm-default_precision,0.251,0.339,0.122,0.095
bertscore-anyref-pegasus-cnndm-default_recall,0.217,0.212,0.081,0.073
bertscore-anyref-pegasus-cnndm-default_f1,0.27,0.328,0.116,0.105
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_precision,0.252,0.338,0.123,0.096
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_recall,0.223,0.21,0.091,0.083
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_f1,0.272,0.323,0.125,0.114
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_precision,0.252,0.338,0.123,0.096
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_recall,0.223,0.21,0.091,0.083
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_f1,0.272,0.323,0.125,0.114
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_precision,0.252,0.338,0.123,0.096
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_recall,0.223,0.21,0.091,0.083
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_f1,0.272,0.323,0.125,0.114
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_precision,0.252,0.338,0.123,0.096
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_recall,0.223,0.21,0.091,0.083
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_f1,0.272,0.323,0.125,0.114
bertscore-anyref-pegasus-cnndm-constant-16-32_precision,0.252,0.338,0.123,0.096
bertscore-anyref-pegasus-cnndm-constant-16-32_recall,0.223,0.21,0.091,0.083
bertscore-anyref-pegasus-cnndm-constant-16-32_f1,0.272,0.323,0.125,0.114
bertscore-anyref-pegasus-cnndm-constant-32-64_precision,0.251,0.339,0.122,0.095
bertscore-anyref-pegasus-cnndm-constant-32-64_recall,0.217,0.212,0.081,0.073
bertscore-anyref-pegasus-cnndm-constant-32-64_f1,0.27,0.328,0.116,0.105
rouge-anyref-pegasus-newsroom-default_rouge1,0.247,0.256,0.214,0.05
rouge-anyref-pegasus-newsroom-default_rouge2,0.236,0.257,0.197,0.059
rouge-anyref-pegasus-newsroom-default_rougeL,0.224,0.24,0.184,0.026
rouge-anyref-pegasus-newsroom-default_rougeLsum,0.224,0.24,0.184,0.026
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge1,0.244,0.269,0.176,0.067
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge2,0.235,0.253,0.159,0.059
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeL,0.243,0.258,0.15,0.045
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeLsum,0.243,0.258,0.15,0.045
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge1,0.244,0.269,0.176,0.067
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge2,0.235,0.253,0.159,0.059
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeL,0.243,0.258,0.15,0.045
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeLsum,0.243,0.258,0.15,0.045
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge1,0.244,0.269,0.176,0.067
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge2,0.235,0.253,0.159,0.059
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeL,0.243,0.258,0.15,0.045
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeLsum,0.243,0.258,0.15,0.045
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge1,0.244,0.269,0.176,0.067
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge2,0.235,0.253,0.159,0.059
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeL,0.243,0.258,0.15,0.045
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeLsum,0.243,0.258,0.15,0.045
rouge-anyref-pegasus-newsroom-constant-16-32_rouge1,0.244,0.269,0.176,0.067
rouge-anyref-pegasus-newsroom-constant-16-32_rouge2,0.235,0.253,0.159,0.059
rouge-anyref-pegasus-newsroom-constant-16-32_rougeL,0.241,0.256,0.148,0.042
rouge-anyref-pegasus-newsroom-constant-16-32_rougeLsum,0.241,0.256,0.148,0.042
rouge-anyref-pegasus-newsroom-constant-32-64_rouge1,0.247,0.256,0.214,0.05
rouge-anyref-pegasus-newsroom-constant-32-64_rouge2,0.236,0.257,0.197,0.059
rouge-anyref-pegasus-newsroom-constant-32-64_rougeL,0.224,0.24,0.184,0.026
rouge-anyref-pegasus-newsroom-constant-32-64_rougeLsum,0.224,0.24,0.184,0.026
rouge-anyref-pegasus-cnndm-default_rouge1,0.161,0.253,0.112,-0.043
rouge-anyref-pegasus-cnndm-default_rouge2,0.147,0.201,0.102,-0.042
rouge-anyref-pegasus-cnndm-default_rougeL,0.144,0.209,0.094,-0.055
rouge-anyref-pegasus-cnndm-default_rougeLsum,0.144,0.209,0.094,-0.055
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge1,0.156,0.249,0.107,-0.048
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge2,0.149,0.198,0.105,-0.04
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeL,0.146,0.209,0.097,-0.053
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeLsum,0.146,0.209,0.097,-0.053
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge1,0.156,0.249,0.107,-0.048
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge2,0.149,0.198,0.105,-0.04
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeL,0.146,0.209,0.097,-0.053
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeLsum,0.146,0.209,0.097,-0.053
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge1,0.156,0.249,0.107,-0.048
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge2,0.149,0.198,0.105,-0.04
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeL,0.146,0.209,0.097,-0.053
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeLsum,0.146,0.209,0.097,-0.053
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge1,0.156,0.249,0.107,-0.048
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge2,0.149,0.198,0.105,-0.04
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeL,0.146,0.209,0.097,-0.053
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeLsum,0.146,0.209,0.097,-0.053
rouge-anyref-pegasus-cnndm-constant-16-32_rouge1,0.156,0.249,0.107,-0.048
rouge-anyref-pegasus-cnndm-constant-16-32_rouge2,0.149,0.198,0.105,-0.04
rouge-anyref-pegasus-cnndm-constant-16-32_rougeL,0.146,0.209,0.097,-0.053
rouge-anyref-pegasus-cnndm-constant-16-32_rougeLsum,0.146,0.209,0.097,-0.053
rouge-anyref-pegasus-cnndm-constant-32-64_rouge1,0.161,0.253,0.112,-0.043
rouge-anyref-pegasus-cnndm-constant-32-64_rouge2,0.147,0.201,0.102,-0.042
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.144,0.209,0.094,-0.055
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.144,0.209,0.094,-0.055
bleurt-anyref-pegasus-newsroom-default_scores,0.181,0.187,0.122,0.0
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,0.243,0.209,0.145,0.034
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,0.243,0.209,0.145,0.034
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,0.243,0.209,0.145,0.034
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,0.243,0.209,0.145,0.034
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,0.242,0.208,0.144,0.035
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,0.181,0.187,0.122,0.0
bleurt-anyref-pegasus-cnndm-default_scores,0.061,0.054,-0.041,-0.15
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.064,0.054,-0.038,-0.148
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.064,0.054,-0.038,-0.148
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.064,0.054,-0.038,-0.148
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.064,0.054,-0.038,-0.148
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.064,0.054,-0.038,-0.148
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.061,0.054,-0.041,-0.15
bertscore-sentence-pagerank-cos-mpnet-entropy_P,0.403,0.404,0.263,0.31
bertscore-sentence-pagerank-cos-mpnet-entropy_R,0.228,0.176,-0.019,-0.056
bertscore-sentence-pagerank-cos-mpnet-entropy_F,0.254,0.227,0.02,-0.003
bertscore-sentence-pagerank-cos-mpnet-sum_P,0.413,0.415,0.282,0.311
bertscore-sentence-pagerank-cos-mpnet-sum_R,0.219,0.187,-0.013,-0.061
bertscore-sentence-pagerank-cos-mpnet-sum_F,0.296,0.271,0.038,0.013
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_P,0.278,0.176,0.231,0.141
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_R,-0.019,0.025,-0.042,-0.03
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_F,0.072,-0.01,0.117,0.05
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_P,0.068,0.055,0.089,0.069
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_R,-0.038,0.002,-0.012,-0.025
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_F,-0.188,-0.283,-0.273,-0.26
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_P,0.097,0.039,-0.036,-0.165
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_R,-0.001,-0.106,-0.069,-0.186
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_F,0.034,-0.08,-0.021,-0.169
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_P,0.161,0.091,-0.02,-0.126
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_R,-0.023,-0.131,-0.097,-0.2
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_F,0.067,-0.037,-0.067,-0.125
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_P,0.178,0.105,0.017,-0.088
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_R,-0.058,-0.117,-0.164,-0.264
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_F,-0.081,-0.134,-0.17,-0.233
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_P,0.12,0.038,0.134,-0.006
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_R,0.006,-0.082,-0.188,-0.277
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_F,0.126,-0.004,-0.077,-0.143
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_P,0.199,0.06,0.153,0.017
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_R,-0.043,-0.065,-0.182,-0.289
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_F,-0.021,0.004,-0.144,-0.225
