,litepyramid_recall
bertscore-sentence-mnli-roberta-entail_only_P,-0.144
bertscore-sentence-mnli-roberta-entail_only_R,-0.073
bertscore-sentence-mnli-roberta-entail_only_F,-0.085
bertscore-sentence-mnli-roberta-entail_contradict_P,-0.125
bertscore-sentence-mnli-roberta-entail_contradict_R,-0.027
bertscore-sentence-mnli-roberta-entail_contradict_F,-0.23
bertscore-sentence-mnli-bart-not_neutral_P,-0.103
bertscore-sentence-mnli-bart-not_neutral_R,-0.095
bertscore-sentence-mnli-bart-not_neutral_F,-0.087
bertscore-sentence-mnli-bart-entail_only_P,-0.008
bertscore-sentence-mnli-bart-entail_only_R,0.055
bertscore-sentence-mnli-bart-entail_only_F,0.071
bertscore-sentence-mnli-bart-entail_contradict_P,-0.001
bertscore-sentence-mnli-bart-entail_contradict_R,0.153
bertscore-sentence-mnli-bart-entail_contradict_F,0.266
bertscore-sentence-mnli-deberta-xlarge-not_neutral_P,-0.104
bertscore-sentence-mnli-deberta-xlarge-not_neutral_R,-0.05
bertscore-sentence-mnli-deberta-xlarge-not_neutral_F,-0.04
bertscore-sentence-mnli-deberta-xlarge-entail_only_P,-0.015
bertscore-sentence-mnli-deberta-xlarge-entail_only_R,0.075
bertscore-sentence-mnli-deberta-xlarge-entail_only_F,0.088
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_P,-0.003
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_R,0.159
bertscore-sentence-mnli-deberta-xlarge-entail_contradict_F,0.189
bertscore-anyref-bart-default_precision,0.199
bertscore-anyref-bart-default_recall,0.202
bertscore-anyref-bart-default_f1,0.217
bertscore-anyref-bart-min-0.2-0.5_precision,0.187
bertscore-anyref-bart-min-0.2-0.5_recall,0.214
bertscore-anyref-bart-min-0.2-0.5_f1,0.219
bertscore-anyref-bart-min-0.5-0.7_precision,0.187
bertscore-anyref-bart-min-0.5-0.7_recall,0.214
bertscore-anyref-bart-min-0.5-0.7_f1,0.219
bertscore-anyref-bart-mean-0.2-0.5_precision,0.187
bertscore-anyref-bart-mean-0.2-0.5_recall,0.214
bertscore-anyref-bart-mean-0.2-0.5_f1,0.219
bertscore-anyref-bart-mean-0.5-0.7_precision,0.187
bertscore-anyref-bart-mean-0.5-0.7_recall,0.214
bertscore-anyref-bart-mean-0.5-0.7_f1,0.219
bertscore-anyref-bart-constant-16-32_precision,0.187
bertscore-anyref-bart-constant-16-32_recall,0.214
bertscore-anyref-bart-constant-16-32_f1,0.219
bertscore-anyref-bart-constant-32-64_precision,0.187
bertscore-anyref-bart-constant-32-64_recall,0.214
bertscore-anyref-bart-constant-32-64_f1,0.219
rouge-anyref-bart-default_rouge1,0.193
rouge-anyref-bart-default_rouge2,0.196
rouge-anyref-bart-default_rougeL,0.19
rouge-anyref-bart-default_rougeLsum,0.19
rouge-anyref-bart-min-0.2-0.5_rouge1,0.192
rouge-anyref-bart-min-0.2-0.5_rouge2,0.193
rouge-anyref-bart-min-0.2-0.5_rougeL,0.191
rouge-anyref-bart-min-0.2-0.5_rougeLsum,0.191
rouge-anyref-bart-min-0.5-0.7_rouge1,0.192
rouge-anyref-bart-min-0.5-0.7_rouge2,0.193
rouge-anyref-bart-min-0.5-0.7_rougeL,0.191
rouge-anyref-bart-min-0.5-0.7_rougeLsum,0.191
rouge-anyref-bart-mean-0.2-0.5_rouge1,0.192
rouge-anyref-bart-mean-0.2-0.5_rouge2,0.193
rouge-anyref-bart-mean-0.2-0.5_rougeL,0.191
rouge-anyref-bart-mean-0.2-0.5_rougeLsum,0.191
rouge-anyref-bart-mean-0.5-0.7_rouge1,0.192
rouge-anyref-bart-mean-0.5-0.7_rouge2,0.193
rouge-anyref-bart-mean-0.5-0.7_rougeL,0.191
rouge-anyref-bart-mean-0.5-0.7_rougeLsum,0.191
rouge-anyref-bart-constant-16-32_rouge1,0.192
rouge-anyref-bart-constant-16-32_rouge2,0.193
rouge-anyref-bart-constant-16-32_rougeL,0.191
rouge-anyref-bart-constant-16-32_rougeLsum,0.191
rouge-anyref-bart-constant-32-64_rouge1,0.192
rouge-anyref-bart-constant-32-64_rouge2,0.193
rouge-anyref-bart-constant-32-64_rougeL,0.191
rouge-anyref-bart-constant-32-64_rougeLsum,0.191
bleurt-anyref-bart-default_scores,0.237
bleurt-anyref-bart-min-0.2-0.5_scores,0.24
bleurt-anyref-bart-min-0.5-0.7_scores,0.24
bleurt-anyref-bart-mean-0.2-0.5_scores,0.24
bleurt-anyref-bart-mean-0.5-0.7_scores,0.24
bleurt-anyref-bart-constant-16-32_scores,0.24
bleurt-anyref-bart-constant-32-64_scores,0.24
bertscore-anyref-pegasus-newsroom-default_precision,-0.063
bertscore-anyref-pegasus-newsroom-default_recall,-0.149
bertscore-anyref-pegasus-newsroom-default_f1,-0.114
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_precision,-0.017
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_recall,-0.076
bertscore-anyref-pegasus-newsroom-min-0.2-0.5_f1,-0.051
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_precision,-0.017
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_recall,-0.076
bertscore-anyref-pegasus-newsroom-min-0.5-0.7_f1,-0.051
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_precision,-0.017
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_recall,-0.076
bertscore-anyref-pegasus-newsroom-mean-0.2-0.5_f1,-0.051
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_precision,-0.017
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_recall,-0.076
bertscore-anyref-pegasus-newsroom-mean-0.5-0.7_f1,-0.051
bertscore-anyref-pegasus-newsroom-constant-16-32_precision,-0.039
bertscore-anyref-pegasus-newsroom-constant-16-32_recall,-0.089
bertscore-anyref-pegasus-newsroom-constant-16-32_f1,-0.07
bertscore-anyref-pegasus-newsroom-constant-32-64_precision,-0.063
bertscore-anyref-pegasus-newsroom-constant-32-64_recall,-0.149
bertscore-anyref-pegasus-newsroom-constant-32-64_f1,-0.114
bertscore-anyref-pegasus-cnndm-default_precision,0.238
bertscore-anyref-pegasus-cnndm-default_recall,0.09
bertscore-anyref-pegasus-cnndm-default_f1,0.177
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_precision,0.238
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_recall,0.09
bertscore-anyref-pegasus-cnndm-min-0.2-0.5_f1,0.177
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_precision,0.238
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_recall,0.09
bertscore-anyref-pegasus-cnndm-min-0.5-0.7_f1,0.177
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_precision,0.238
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_recall,0.09
bertscore-anyref-pegasus-cnndm-mean-0.2-0.5_f1,0.177
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_precision,0.238
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_recall,0.09
bertscore-anyref-pegasus-cnndm-mean-0.5-0.7_f1,0.177
bertscore-anyref-pegasus-cnndm-constant-16-32_precision,0.238
bertscore-anyref-pegasus-cnndm-constant-16-32_recall,0.09
bertscore-anyref-pegasus-cnndm-constant-16-32_f1,0.177
bertscore-anyref-pegasus-cnndm-constant-32-64_precision,0.238
bertscore-anyref-pegasus-cnndm-constant-32-64_recall,0.09
bertscore-anyref-pegasus-cnndm-constant-32-64_f1,0.177
rouge-anyref-pegasus-newsroom-default_rouge1,-0.116
rouge-anyref-pegasus-newsroom-default_rouge2,-0.082
rouge-anyref-pegasus-newsroom-default_rougeL,-0.102
rouge-anyref-pegasus-newsroom-default_rougeLsum,-0.102
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge1,-0.053
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rouge2,-0.032
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeL,-0.047
rouge-anyref-pegasus-newsroom-min-0.2-0.5_rougeLsum,-0.047
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge1,-0.053
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rouge2,-0.032
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeL,-0.047
rouge-anyref-pegasus-newsroom-min-0.5-0.7_rougeLsum,-0.047
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge1,-0.053
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rouge2,-0.032
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeL,-0.047
rouge-anyref-pegasus-newsroom-mean-0.2-0.5_rougeLsum,-0.047
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge1,-0.053
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rouge2,-0.032
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeL,-0.047
rouge-anyref-pegasus-newsroom-mean-0.5-0.7_rougeLsum,-0.047
rouge-anyref-pegasus-newsroom-constant-16-32_rouge1,-0.083
rouge-anyref-pegasus-newsroom-constant-16-32_rouge2,-0.052
rouge-anyref-pegasus-newsroom-constant-16-32_rougeL,-0.071
rouge-anyref-pegasus-newsroom-constant-16-32_rougeLsum,-0.071
rouge-anyref-pegasus-newsroom-constant-32-64_rouge1,-0.116
rouge-anyref-pegasus-newsroom-constant-32-64_rouge2,-0.082
rouge-anyref-pegasus-newsroom-constant-32-64_rougeL,-0.102
rouge-anyref-pegasus-newsroom-constant-32-64_rougeLsum,-0.102
rouge-anyref-pegasus-cnndm-default_rouge1,0.247
rouge-anyref-pegasus-cnndm-default_rouge2,0.201
rouge-anyref-pegasus-cnndm-default_rougeL,0.247
rouge-anyref-pegasus-cnndm-default_rougeLsum,0.247
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge1,0.247
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rouge2,0.201
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeL,0.247
rouge-anyref-pegasus-cnndm-min-0.2-0.5_rougeLsum,0.247
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge1,0.247
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rouge2,0.201
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeL,0.247
rouge-anyref-pegasus-cnndm-min-0.5-0.7_rougeLsum,0.247
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge1,0.247
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rouge2,0.201
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeL,0.247
rouge-anyref-pegasus-cnndm-mean-0.2-0.5_rougeLsum,0.247
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge1,0.247
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rouge2,0.201
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeL,0.247
rouge-anyref-pegasus-cnndm-mean-0.5-0.7_rougeLsum,0.247
rouge-anyref-pegasus-cnndm-constant-16-32_rouge1,0.247
rouge-anyref-pegasus-cnndm-constant-16-32_rouge2,0.201
rouge-anyref-pegasus-cnndm-constant-16-32_rougeL,0.247
rouge-anyref-pegasus-cnndm-constant-16-32_rougeLsum,0.247
rouge-anyref-pegasus-cnndm-constant-32-64_rouge1,0.247
rouge-anyref-pegasus-cnndm-constant-32-64_rouge2,0.201
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.247
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.247
bleurt-anyref-pegasus-newsroom-default_scores,-0.038
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,-0.005
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,-0.005
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,-0.005
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,-0.005
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,-0.022
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,-0.038
bleurt-anyref-pegasus-cnndm-default_scores,0.145
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.145
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.145
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.145
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.145
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.145
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.145
bertscore-sentence-pagerank-cos-mpnet-entropy_P,-0.149
bertscore-sentence-pagerank-cos-mpnet-entropy_R,0.19
bertscore-sentence-pagerank-cos-mpnet-entropy_F,0.17
bertscore-sentence-pagerank-cos-mpnet-sum_P,-0.052
bertscore-sentence-pagerank-cos-mpnet-sum_R,0.176
bertscore-sentence-pagerank-cos-mpnet-sum_F,0.175
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_P,0.089
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_R,0.044
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_F,-0.054
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_P,0.001
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_R,-0.196
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_F,0.029
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_P,0.073
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_R,-0.037
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_F,0.013
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_P,-0.065
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_R,-0.185
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_F,-0.163
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_P,-0.065
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_R,-0.172
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_F,-0.167
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_P,-0.12
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_R,0.098
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_F,0.066
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_P,-0.21
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_R,-0.007
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_F,0.003
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_P,-0.13
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_R,-0.027
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_F,-0.083
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_P,0.174
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_R,0.034
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_F,0.108
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_P,0.039
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_R,-0.096
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_F,-0.073
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_P,0.058
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_R,-0.022
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_F,0.007
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_P,-0.009
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_R,0.196
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_F,0.198
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_P,-0.077
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_R,0.135
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_F,0.169
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_P,0.002
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_R,0.146
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_F,0.177
bertscore-sentence-mnli-deberta-large-not_neutral_P,-0.111
bertscore-sentence-mnli-deberta-large-not_neutral_R,-0.01
bertscore-sentence-mnli-deberta-large-not_neutral_F,-0.006
bertscore-sentence-mnli-deberta-large-entail_only_P,0.011
bertscore-sentence-mnli-deberta-large-entail_only_R,0.075
bertscore-sentence-mnli-deberta-large-entail_only_F,0.094
bertscore-sentence-mnli-deberta-large-entail_contradict_P,0.015
bertscore-sentence-mnli-deberta-large-entail_contradict_R,0.148
bertscore-sentence-mnli-deberta-large-entail_contradict_F,0.127
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_P,0.181
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_R,0.034
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_F,0.091
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_P,0.046
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_R,-0.083
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_F,-0.01
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_P,0.051
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_R,-0.019
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_F,0.005
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_P,0.01
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_R,0.204
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_F,0.208
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_P,-0.055
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_R,0.123
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_F,0.159
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_P,0.015
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_R,0.13
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_F,0.117
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_P,-0.043
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_R,0.116
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_F,0.106
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_P,0.083
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_R,0.202
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_F,-0.037
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_P,-0.062
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_R,-0.09
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_F,-0.081
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_P,-0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_R,-0.004
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_F,-0.008
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_P,-0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_R,-0.004
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_F,-0.008
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_P,-0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_R,-0.004
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_F,-0.008
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_P,-0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_R,-0.004
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_F,-0.008
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_P,-0.036
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_R,-0.028
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_F,-0.036
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_P,-0.062
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_R,-0.09
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_F,-0.081
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_P,0.087
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_R,0.069
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_F,0.101
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_P,0.087
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_R,0.069
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_F,0.101
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_P,0.087
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_R,0.069
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_F,0.101
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.087
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.069
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.101
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.087
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.069
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.101
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_P,0.087
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_R,0.069
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_F,0.101
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_P,0.087
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_R,0.069
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_F,0.101
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_P,-0.088
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_R,-0.122
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_F,-0.109
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_P,-0.03
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_R,-0.028
